parcel_id,twi,hand,twi_n,hand_n
3951859,7.496,0.560,0.2109,0.0842
3951867,7.015,0.817,0.1502,0.1229
3951875,6.144,1.122,0.0405,0.1688
3951883,6.821,0.935,0.1257,0.1406
3951891,8.340,0.840,0.3171,0.1263
3951905,8.097,0.825,0.2865,0.1240
3951913,7.283,0.844,0.1840,0.1270
3951921,7.308,0.863,0.1871,0.1297
3951930,7.180,0.756,0.1710,0.1138
3951948,7.058,0.766,0.1557,0.1152
3951956,7.479,0.997,0.2087,0.1500
3951964,7.582,0.990,0.2217,0.1490
3951972,6.894,0.931,0.1349,0.1400
3951981,7.719,1.048,0.2390,0.1577
3951999,7.999,0.828,0.2741,0.1246
3952006,7.893,0.409,0.2609,0.0614
3952014,8.193,0.576,0.2986,0.0867
3952022,8.268,0.587,0.3080,0.0882
3952031,6.864,0.577,0.1312,0.0867
3952049,6.691,0.572,0.1095,0.0860
3952057,7.453,0.682,0.2054,0.1025
3952065,6.352,0.725,0.0667,0.1090
3952073,7.875,0.577,0.2585,0.0867
3952081,7.772,0.605,0.2456,0.0910
3952090,8.611,0.422,0.3512,0.0635
3952103,6.483,1.081,0.0832,0.1626
3952111,7.224,1.110,0.1766,0.1669
3952120,6.823,1.217,0.1260,0.1830
3952138,6.390,1.362,0.0715,0.2048
3952146,6.998,0.983,0.1481,0.1479
3952154,8.104,0.811,0.2874,0.1219
3952162,7.445,0.968,0.2044,0.1456
3952171,6.435,1.100,0.0771,0.1654
3952189,7.424,0.632,0.2017,0.0951
3952197,6.538,1.020,0.0901,0.1533
3952201,6.030,1.198,0.0261,0.1802
3952219,6.602,1.216,0.0982,0.1830
3952227,6.886,0.827,0.1339,0.1244
3952235,7.098,1.047,0.1607,0.1575
3952243,7.099,1.115,0.1608,0.1676
3952251,7.171,1.240,0.1699,0.1865
3952260,7.547,1.280,0.2172,0.1925
3952278,7.387,1.324,0.1971,0.1991
3952294,7.625,0.790,0.2271,0.1188
3952324,8.080,1.139,0.2844,0.1713
3952332,6.145,1.115,0.0406,0.1677
3952341,6.162,1.253,0.0427,0.1885
3952359,6.870,1.228,0.1319,0.1847
3952367,7.779,0.997,0.2464,0.1500
3952375,7.169,1.261,0.1696,0.1897
3952383,7.619,1.156,0.2264,0.1739
3952391,7.488,0.872,0.2099,0.1312
3952405,6.949,0.941,0.1419,0.1415
3952413,7.062,0.970,0.1562,0.1459
3952421,6.483,0.927,0.0832,0.1395
3952430,6.511,1.068,0.0868,0.1607
3952448,7.793,1.175,0.2483,0.1767
3952456,7.889,1.405,0.2604,0.2113
3952464,7.611,1.469,0.2253,0.2210
3952472,7.383,1.492,0.1966,0.2244
3952481,7.481,1.343,0.2089,0.2020
3952499,8.268,1.283,0.3080,0.1930
3952502,7.623,1.354,0.2268,0.2036
3952511,7.838,1.403,0.2540,0.2110
3952529,6.976,1.272,0.1453,0.1914
3952537,6.731,1.269,0.1145,0.1908
3952545,7.903,1.197,0.2621,0.1801
3952561,9.217,1.135,0.4276,0.1707
3952570,6.750,1.249,0.1168,0.1879
3952588,8.207,1.217,0.3003,0.1831
3952596,7.198,1.295,0.1733,0.1948
3952600,7.199,0.486,0.1734,0.0731
3952618,7.885,0.527,0.2598,0.0793
3952626,7.773,0.515,0.2457,0.0775
3952634,7.730,0.568,0.2403,0.0854
3952642,7.277,0.637,0.1832,0.0958
3952651,7.112,0.640,0.1625,0.0962
3952669,7.474,0.660,0.2081,0.0993
3952693,6.620,0.711,0.1004,0.1070
3952707,7.990,0.359,0.2731,0.0540
3952715,7.033,0.743,0.1525,0.1117
3952723,6.728,0.810,0.1141,0.1218
3952740,7.680,0.655,0.2340,0.0986
3952758,6.833,0.815,0.1273,0.1225
3952766,6.485,0.974,0.0835,0.1465
3952774,7.285,0.819,0.1843,0.1232
3952782,7.421,0.890,0.2014,0.1339
3952791,6.385,0.996,0.0709,0.1498
3952804,6.606,0.773,0.0988,0.1163
3952812,6.355,1.179,0.0671,0.1773
3952821,6.528,1.166,0.0888,0.1754
3952839,6.916,1.123,0.1377,0.1689
3952847,7.272,1.147,0.1826,0.1725
3952855,7.136,1.062,0.1654,0.1597
3952871,7.098,0.714,0.1606,0.1074
3952880,7.814,0.618,0.2509,0.0930
3952898,7.897,0.521,0.2613,0.0784
3952901,8.397,0.497,0.3243,0.0748
3952910,7.257,0.546,0.1807,0.0821
3952928,8.312,0.657,0.3136,0.0989
3952936,7.362,0.691,0.1940,0.1040
3952944,8.388,0.521,0.3231,0.0783
3952952,7.172,0.471,0.1700,0.0708
3952961,7.018,0.501,0.1506,0.0754
3952979,7.243,0.636,0.1789,0.0957
3952987,7.971,0.362,0.2707,0.0545
3952995,8.019,0.653,0.2767,0.0982
3953002,7.387,0.615,0.1971,0.0925
3953011,7.605,0.636,0.2245,0.0957
3953029,7.728,0.721,0.2400,0.1085
3953037,7.032,0.911,0.1523,0.1370
3953045,8.348,0.835,0.3181,0.1256
3953053,8.243,0.774,0.3049,0.1164
3953061,7.754,0.623,0.2434,0.0937
3953070,6.468,1.079,0.0813,0.1623
3953088,6.888,1.175,0.1342,0.1768
3953096,8.718,1.062,0.3648,0.1598
3953100,7.635,1.063,0.2283,0.1599
3953118,8.138,1.082,0.2916,0.1627
3953126,8.063,1.049,0.2823,0.1577
3953134,7.497,0.183,0.2109,0.0275
3953142,7.068,0.202,0.1569,0.0304
3953151,7.835,0.174,0.2535,0.0262
3953169,9.341,0.174,0.4432,0.0261
3953177,7.902,0.148,0.2619,0.0223
3953185,7.851,0.184,0.2556,0.0276
3953193,8.114,0.170,0.2887,0.0255
3953207,7.686,0.195,0.2348,0.0293
3953215,8.288,0.130,0.3106,0.0196
3953223,8.461,0.110,0.3323,0.0165
3953231,8.439,0.087,0.3296,0.0130
3953240,12.736,0.029,0.8708,0.0043
3953258,9.016,0.097,0.4023,0.0145
3953266,8.031,0.189,0.2782,0.0284
3953274,8.130,0.175,0.2907,0.0263
3953282,10.396,0.098,0.5761,0.0148
3953291,8.865,0.136,0.3832,0.0204
3953304,8.670,0.190,0.3587,0.0286
3953312,10.120,0.112,0.5414,0.0169
3953321,9.230,0.116,0.4292,0.0174
3953339,7.495,0.132,0.2107,0.0199
3953347,8.995,0.285,0.3996,0.0428
3953355,9.359,0.224,0.4455,0.0337
3953363,8.009,0.095,0.2755,0.0143
3953371,8.006,0.201,0.2750,0.0302
3953398,9.442,0.028,0.4560,0.0042
3953401,9.359,0.041,0.4455,0.0062
3953410,8.976,0.064,0.3973,0.0096
3953428,8.789,0.089,0.3737,0.0134
3953436,8.022,0.161,0.2771,0.0242
3953444,9.420,0.133,0.4532,0.0200
3953452,9.057,0.024,0.4075,0.0036
3953461,9.120,0.030,0.4153,0.0046
3953479,8.685,0.052,0.3606,0.0078
3953487,10.013,0.056,0.5279,0.0083
3953495,9.229,0.056,0.4291,0.0084
3953509,8.770,0.085,0.3712,0.0128
3953517,8.452,0.168,0.3312,0.0252
3953525,8.551,0.136,0.3437,0.0204
3953533,7.837,0.098,0.2537,0.0147
3953541,9.449,0.073,0.4568,0.0110
3953550,7.811,0.205,0.2505,0.0309
3953568,7.238,0.413,0.1783,0.0621
3953576,6.976,0.445,0.1453,0.0669
3953584,6.891,0.346,0.1346,0.0520
3953592,7.544,0.359,0.2169,0.0539
3953606,6.532,0.492,0.0894,0.0740
3953614,9.903,0.094,0.5140,0.0141
3953622,9.836,0.072,0.5056,0.0108
3953631,9.300,0.197,0.4380,0.0296
3953649,9.305,0.106,0.4386,0.0159
3953657,10.353,0.034,0.5707,0.0051
3953665,10.185,0.070,0.5496,0.0105
3953673,6.101,0.886,0.0351,0.1332
3953681,7.476,0.536,0.2083,0.0806
3953690,7.259,0.484,0.1810,0.0728
3953703,6.549,0.612,0.0915,0.0921
3953711,6.937,0.529,0.1404,0.0796
3953720,7.089,0.390,0.1596,0.0587
3953738,7.241,0.273,0.1787,0.0411
3953746,8.756,0.152,0.3696,0.0228
3953754,8.059,0.191,0.2818,0.0287
3953762,6.771,0.525,0.1195,0.0790
3953771,6.230,0.394,0.0513,0.0593
3953789,7.590,0.360,0.2226,0.0541
3953797,8.039,0.236,0.2792,0.0355
3953801,6.798,0.405,0.1229,0.0609
3953819,8.108,0.260,0.2879,0.0390
3953827,7.865,0.207,0.2573,0.0311
3953835,8.420,0.192,0.3272,0.0289
3953843,6.687,0.363,0.1089,0.0545
3953851,7.230,0.239,0.1773,0.0360
3953860,8.819,0.116,0.3775,0.0175
3953878,7.452,0.125,0.2053,0.0188
3953886,6.705,0.373,0.1112,0.0561
3953894,7.024,0.319,0.1513,0.0480
3953908,7.929,0.197,0.2654,0.0297
3953916,8.325,0.195,0.3152,0.0293
3953924,7.468,0.190,0.2073,0.0286
3953932,9.671,0.032,0.4849,0.0047
3953941,6.368,0.813,0.0687,0.1222
3953959,7.537,0.675,0.2160,0.1015
3953967,7.305,0.679,0.1867,0.1021
3953975,7.923,0.592,0.2645,0.0891
3953983,8.705,0.505,0.3631,0.0760
3953991,8.993,0.456,0.3994,0.0686
3954009,9.222,0.347,0.4283,0.0523
3954017,8.090,0.338,0.2857,0.0508
3954025,8.531,0.231,0.3411,0.0347
3954033,7.264,0.491,0.1816,0.0739
3954041,7.113,0.517,0.1626,0.0777
3954050,6.604,0.455,0.0985,0.0685
3954068,7.541,0.362,0.2164,0.0545
3954076,6.714,0.605,0.1123,0.0909
3954084,7.369,0.513,0.1949,0.0771
3954092,7.149,0.572,0.1672,0.0860
3954106,7.979,0.364,0.2717,0.0547
3954114,7.428,0.419,0.2023,0.0630
3954122,7.357,0.431,0.1933,0.0649
3954131,7.826,0.313,0.2524,0.0470
3954149,7.280,0.330,0.1837,0.0497
3954157,7.278,0.305,0.1833,0.0458
3954165,7.800,0.170,0.2491,0.0255
3954181,7.152,0.321,0.1674,0.0482
3954190,9.819,0.182,0.5034,0.0273
3954203,8.868,0.226,0.3837,0.0340
3954211,8.222,0.239,0.3022,0.0360
3954220,9.179,0.044,0.4229,0.0066
3954238,6.208,0.989,0.0486,0.1487
3954246,7.423,0.873,0.2016,0.1313
3954254,8.362,0.871,0.3199,0.1310
3954262,6.976,0.940,0.1454,0.1414
3954271,7.158,0.734,0.1683,0.1104
3954289,7.493,0.605,0.2105,0.0909
3954297,7.489,0.576,0.2099,0.0866
3954301,8.253,0.473,0.3062,0.0711
3954319,8.470,0.548,0.3335,0.0825
3954327,7.863,0.641,0.2571,0.0964
3954335,6.940,0.325,0.1408,0.0489
3954351,5.988,0.906,0.0209,0.1363
3954360,6.898,0.570,0.1355,0.0858
3954378,7.711,0.366,0.2379,0.0551
3954386,6.394,0.607,0.0721,0.0913
3954394,8.677,0.341,0.3596,0.0513
3954408,8.073,0.356,0.2835,0.0535
3954416,7.790,0.433,0.2478,0.0651
3954424,7.523,0.556,0.2142,0.0836
3954432,7.726,0.319,0.2398,0.0480
3954441,6.902,0.252,0.1361,0.0379
3954459,7.314,0.373,0.1879,0.0561
3954467,7.252,0.350,0.1801,0.0526
3954475,9.095,0.223,0.4122,0.0336
3954483,8.336,0.233,0.3167,0.0351
3954491,7.510,0.199,0.2126,0.0299
3954505,6.278,1.579,0.0574,0.2375
3954513,7.427,1.289,0.2021,0.1939
3954521,6.999,1.223,0.1482,0.1839
3954530,7.312,1.171,0.1876,0.1762
3954548,7.742,1.281,0.2418,0.1926
3954556,7.518,1.327,0.2136,0.1996
3954564,6.400,1.247,0.0727,0.1875
3954572,7.554,0.790,0.2181,0.1188
3954581,7.065,0.800,0.1565,0.1203
3954599,7.223,0.768,0.1764,0.1155
3954602,8.022,0.670,0.2771,0.1007
3954611,6.766,0.567,0.1188,0.0853
3954629,6.580,0.659,0.0955,0.0991
3954637,7.759,0.720,0.2439,0.1083
3954645,6.729,0.723,0.1142,0.1087
3954661,7.610,0.519,0.2251,0.0780
3954670,8.106,0.424,0.2877,0.0637
3954688,8.085,0.509,0.2850,0.0765
3954696,7.124,0.569,0.1639,0.0856
3954700,6.991,0.726,0.1472,0.1092
3954718,6.373,0.472,0.0693,0.0710
3954726,8.973,0.374,0.3969,0.0562
3954742,7.699,0.325,0.2363,0.0489
3954751,7.022,0.426,0.1511,0.0641
3954769,8.751,0.275,0.3689,0.0413
3954777,6.047,0.814,0.0283,0.1225
3954785,6.485,1.227,0.0835,0.1845
3954793,6.224,1.524,0.0506,0.2292
3954807,6.541,1.599,0.0905,0.2405
3954815,6.880,1.550,0.1332,0.2332
3954823,7.246,1.527,0.1793,0.2296
3954831,7.250,1.556,0.1798,0.2340
3954840,6.950,1.484,0.1421,0.2231
3954858,6.852,0.932,0.1296,0.1402
3954866,6.994,0.771,0.1476,0.1159
3954874,6.813,1.012,0.1248,0.1522
3954891,7.417,0.888,0.2009,0.1336
3954912,7.867,0.911,0.2575,0.1370
3954921,7.474,0.761,0.2081,0.1144
3954939,8.427,0.630,0.3281,0.0948
3954947,7.524,0.705,0.2144,0.1061
3954955,6.900,0.723,0.1357,0.1087
3954963,7.615,0.648,0.2258,0.0975
3954971,7.310,0.903,0.1874,0.1357
3954980,7.127,0.423,0.1644,0.0636
3954998,6.809,0.748,0.1243,0.1126
3955005,6.814,0.663,0.1249,0.0997
3955013,8.502,0.399,0.3376,0.0600
3955021,8.317,0.412,0.3142,0.0620
3955030,7.137,0.601,0.1655,0.0904
3955048,6.962,0.539,0.1435,0.0811
3955056,6.595,1.457,0.0973,0.2191
3955064,8.823,1.295,0.3780,0.1948
3955072,8.566,1.332,0.3457,0.2004
3955099,8.758,0.884,0.3697,0.1329
3955102,9.084,0.833,0.4109,0.1252
3955111,7.729,0.956,0.2402,0.1438
3955129,6.952,1.243,0.1422,0.1870
3955137,7.607,1.095,0.2248,0.1647
3955145,7.971,1.224,0.2707,0.1840
3955153,6.769,1.109,0.1192,0.1668
3955161,8.638,0.986,0.3547,0.1483
3955170,7.639,1.073,0.2288,0.1615
3955188,7.520,0.718,0.2139,0.1080
3955196,7.088,0.663,0.1594,0.0997
3955200,7.345,0.759,0.1918,0.1141
3955218,6.322,0.627,0.0629,0.0943
3955226,7.374,0.382,0.1955,0.0575
3955242,7.959,0.314,0.2691,0.0472
3955251,7.548,0.432,0.2174,0.0650
3955269,6.348,0.617,0.0663,0.0928
3955277,6.192,0.870,0.0466,0.1308
3955285,6.577,1.027,0.0950,0.1545
3955293,6.714,0.943,0.1124,0.1418
3955307,6.886,0.811,0.1340,0.1220
3955315,6.306,1.231,0.0610,0.1851
3955323,6.688,1.275,0.1091,0.1917
3955331,6.756,0.931,0.1176,0.1400
3955340,6.706,0.758,0.1113,0.1140
3955366,6.835,0.982,0.1276,0.1476
3955374,5.978,0.834,0.0196,0.1254
3955382,8.414,0.324,0.3265,0.0488
3955391,8.243,0.137,0.3050,0.0205
3955404,7.906,0.336,0.2624,0.0505
3955421,7.058,0.713,0.1556,0.1073
3955439,7.388,0.742,0.1972,0.1116
3955447,7.949,0.637,0.2679,0.0958
3955455,6.905,0.867,0.1364,0.1303
3955463,6.651,0.974,0.1044,0.1465
3955480,7.569,0.766,0.2200,0.1153
3955498,7.821,0.878,0.2517,0.1320
3955501,6.477,0.933,0.0825,0.1403
3955510,8.463,0.051,0.3326,0.0077
3955528,10.580,0.008,0.5993,0.0012
3955536,7.063,0.218,0.1562,0.0328
3955544,6.320,0.495,0.0626,0.0745
3955552,6.195,0.476,0.0470,0.0716
3955561,9.827,0.182,0.5044,0.0274
3955579,7.148,0.313,0.1669,0.0470
3955587,7.152,0.321,0.1675,0.0483
3955595,6.818,0.371,0.1254,0.0557
3955609,6.657,0.358,0.1052,0.0538
3955617,8.380,0.161,0.3222,0.0242
3955625,8.467,0.147,0.3331,0.0221
3955633,8.675,0.136,0.3593,0.0204
3955641,6.573,0.440,0.0946,0.0661
3955650,10.779,0.013,0.6243,0.0019
3955668,10.961,0.026,0.6473,0.0039
3955684,7.882,0.108,0.2594,0.0162
3955692,7.358,0.157,0.1935,0.0235
3955706,10.347,0.136,0.5699,0.0204
3955714,6.677,0.471,0.1076,0.0708
3955722,6.883,0.511,0.1337,0.0769
3955731,8.638,0.426,0.3546,0.0641
3955749,7.253,0.508,0.1802,0.0764
3955757,7.862,0.309,0.2569,0.0465
3955765,6.883,0.196,0.1336,0.0295
3955773,6.861,0.426,0.1308,0.0640
3955781,6.732,0.401,0.1146,0.0603
3955790,7.648,0.162,0.2300,0.0244
3955803,7.029,0.598,0.1519,0.0899
3955820,8.503,0.488,0.3377,0.0734
3955838,8.374,0.508,0.3215,0.0764
3955846,7.720,0.482,0.2391,0.0724
3955854,8.067,0.298,0.2828,0.0448
3955862,7.991,0.072,0.2732,0.0108
3955871,8.840,0.036,0.3802,0.0054
3955889,7.193,0.329,0.1727,0.0496
3955897,7.541,0.355,0.2165,0.0534
3955901,7.467,0.351,0.2072,0.0528
3955919,7.744,0.363,0.2421,0.0547
3955927,6.528,0.756,0.0889,0.1136
3955935,6.312,0.576,0.0617,0.0866
3955943,7.622,0.193,0.2267,0.0290
3955951,7.760,0.090,0.2441,0.0135
3955978,7.593,0.271,0.2231,0.0407
3955986,7.434,0.339,0.2030,0.0509
3955994,7.267,0.583,0.1819,0.0876
3956001,7.876,0.401,0.2587,0.0603
3956028,8.138,0.305,0.2917,0.0459
3956036,8.658,0.188,0.3572,0.0283
3956044,11.255,0.005,0.6844,0.0008
3956052,9.662,0.026,0.4837,0.0039
3956061,8.064,0.261,0.2824,0.0393
3956079,7.822,0.430,0.2519,0.0646
3956087,7.327,0.632,0.1895,0.0951
3956095,6.812,0.344,0.1246,0.0517
3956109,7.313,0.370,0.1877,0.0556
3956117,6.669,0.632,0.1066,0.0950
3956125,7.810,0.276,0.2503,0.0415
3956133,8.252,0.065,0.3061,0.0097
3956141,10.369,0.000,0.5727,0.0000
3956150,9.201,0.042,0.4256,0.0063
3956168,7.409,0.330,0.1999,0.0496
3956176,6.462,0.753,0.0805,0.1133
3956184,7.451,0.302,0.2052,0.0455
3956192,7.420,0.550,0.2013,0.0827
3956206,7.390,1.073,0.1974,0.1613
3956222,7.520,0.133,0.2139,0.0200
3956231,8.064,0.091,0.2824,0.0137
3956249,8.070,0.094,0.2831,0.0141
3956257,6.248,0.746,0.0536,0.1122
3956265,7.185,0.747,0.1717,0.1123
3956273,6.327,0.571,0.0636,0.0859
3956281,6.565,0.665,0.0936,0.1000
3956303,7.021,0.533,0.1510,0.0801
3956311,7.004,0.676,0.1488,0.1016
3956320,8.131,0.867,0.2908,0.1304
3956338,7.273,1.183,0.1827,0.1780
3956346,6.638,1.316,0.1028,0.1980
3956354,7.057,0.879,0.1555,0.1322
3956362,8.241,0.696,0.3047,0.1046
3956371,7.113,0.698,0.1625,0.1049
3956389,6.509,0.830,0.0865,0.1249
3956397,6.946,0.581,0.1415,0.0874
3956401,6.964,0.593,0.1438,0.0892
3956419,8.326,0.593,0.3153,0.0892
3956427,7.444,0.746,0.2043,0.1123
3956435,8.007,0.502,0.2752,0.0756
3956443,7.854,0.540,0.2559,0.0812
3956451,7.292,0.386,0.1852,0.0580
3956460,6.674,0.659,0.1072,0.0991
3956478,7.074,0.652,0.1577,0.0980
3956486,8.563,0.556,0.3453,0.0837
3956494,8.862,0.695,0.3829,0.1045
3956508,7.133,0.823,0.1651,0.1238
3956516,7.019,0.671,0.1507,0.1009
3956524,7.090,0.902,0.1597,0.1357
3956532,6.995,0.980,0.1477,0.1474
3956541,6.411,1.168,0.0741,0.1756
3956559,6.890,0.861,0.1345,0.1295
3956567,8.522,0.364,0.3400,0.0548
3956575,6.886,0.973,0.1340,0.1464
3956583,7.510,0.837,0.2126,0.1258
3956591,7.461,0.763,0.2064,0.1147
3956605,6.956,0.830,0.1427,0.1249
3956613,7.660,0.778,0.2315,0.1170
3956621,7.245,0.949,0.1791,0.1428
3956630,6.981,0.628,0.1459,0.0945
3956648,6.998,0.748,0.1481,0.1125
3956656,7.506,0.854,0.2121,0.1284
3956664,7.484,0.874,0.2093,0.1314
3956672,8.153,0.662,0.2936,0.0995
3956681,7.557,0.698,0.2185,0.1049
3956699,6.369,1.092,0.0689,0.1643
3956702,6.815,0.623,0.1251,0.0937
3956711,7.278,0.997,0.1833,0.1500
3956729,7.292,0.928,0.1851,0.1396
3956737,7.042,0.880,0.1536,0.1324
3956745,7.935,1.048,0.2661,0.1577
3956753,6.016,1.145,0.0244,0.1722
3956761,6.167,0.844,0.0434,0.1269
3956770,7.522,0.957,0.2141,0.1439
3956788,7.839,1.308,0.2540,0.1968
3956796,7.978,1.247,0.2715,0.1876
3956800,7.532,1.176,0.2154,0.1769
3956818,6.642,1.015,0.1032,0.1527
3956826,8.016,0.877,0.2763,0.1319
3956834,7.205,1.024,0.1742,0.1540
3956842,7.219,1.134,0.1759,0.1706
3956851,7.201,1.320,0.1736,0.1985
3956869,7.591,1.300,0.2228,0.1955
3956877,6.190,1.677,0.0463,0.2523
3956885,7.766,0.561,0.2449,0.0844
3956893,6.762,1.057,0.1184,0.1589
3956907,7.162,1.335,0.1688,0.2007
3956915,7.450,1.136,0.2050,0.1708
3956923,7.208,0.887,0.1746,0.1334
3956931,8.166,0.777,0.2952,0.1169
3956958,7.126,1.089,0.1642,0.1637
3956966,6.154,1.324,0.0417,0.1992
3956974,6.761,0.888,0.1183,0.1335
3956982,6.299,1.115,0.0600,0.1677
3956991,6.939,1.047,0.1406,0.1575
3957008,6.637,1.082,0.1027,0.1628
3957016,6.479,1.238,0.0827,0.1861
3957024,6.680,1.072,0.1081,0.1612
3957032,6.953,1.049,0.1424,0.1577
3957041,6.237,1.368,0.0522,0.2057
3957059,7.687,0.931,0.2348,0.1400
3957067,7.664,1.343,0.2320,0.2020
3957075,7.397,1.409,0.1984,0.2120
3957083,6.867,1.281,0.1316,0.1926
3957091,8.096,0.916,0.2864,0.1378
3957105,7.689,0.761,0.2352,0.1144
3957113,7.414,0.752,0.2005,0.1132
3957121,7.301,0.847,0.1863,0.1274
3957130,8.742,0.737,0.3678,0.1109
3957148,8.977,0.692,0.3974,0.1041
3957156,7.392,0.895,0.1977,0.1346
3957164,6.641,0.999,0.1031,0.1503
3957172,7.688,1.046,0.2350,0.1574
3957181,6.710,1.031,0.1118,0.1551
3957199,8.707,0.871,0.3633,0.1311
3957202,7.106,1.067,0.1617,0.1605
3957211,7.743,0.754,0.2420,0.1134
3957229,7.823,0.643,0.2521,0.0967
3957237,8.152,0.698,0.2935,0.1049
3957245,8.644,0.651,0.3554,0.0979
3957253,6.759,0.862,0.1180,0.1297
3957261,6.792,0.879,0.1222,0.1322
3957270,6.696,0.701,0.1100,0.1054
3957288,7.157,0.654,0.1681,0.0984
3957296,7.037,0.755,0.1530,0.1136
3957300,7.212,0.648,0.1751,0.0975
3957318,7.370,0.613,0.1949,0.0922
3957326,7.487,0.584,0.2096,0.0879
3957334,9.297,0.388,0.4377,0.0584
3957342,6.693,0.643,0.1097,0.0967
3957351,7.979,0.583,0.2717,0.0876
3957369,7.412,0.633,0.2002,0.0952
3957385,7.310,0.674,0.1874,0.1013
3957393,6.822,0.543,0.1259,0.0816
3957407,8.080,0.558,0.2843,0.0839
3957415,7.755,0.657,0.2434,0.0988
3957423,6.984,0.751,0.1464,0.1130
3957431,6.875,0.728,0.1326,0.1096
3957440,8.501,0.599,0.3374,0.0900
3957458,7.284,0.574,0.1841,0.0864
3957466,7.142,0.512,0.1662,0.0771
3957474,8.098,0.627,0.2866,0.0943
3957482,7.608,0.689,0.2250,0.1036
3957491,8.170,0.527,0.2957,0.0792
3957504,7.446,0.543,0.2046,0.0816
3957521,7.397,0.482,0.1984,0.0724
3957539,7.242,0.746,0.1788,0.1122
3957547,7.289,0.735,0.1847,0.1106
3957555,7.776,0.572,0.2461,0.0860
3957563,8.499,0.509,0.3372,0.0766
3957571,6.896,0.675,0.1352,0.1015
3957580,6.563,0.420,0.0933,0.0632
3957598,7.461,0.336,0.2065,0.0505
3957601,7.112,0.338,0.1625,0.0508
3957610,6.566,0.474,0.0937,0.0713
3957628,6.198,0.629,0.0473,0.0946
3957636,6.628,0.388,0.1015,0.0583
3957644,6.556,0.371,0.0924,0.0559
3957652,8.317,0.238,0.3143,0.0358
3957661,7.269,0.215,0.1822,0.0323
3957679,6.442,0.565,0.0780,0.0850
3957687,6.932,0.455,0.1398,0.0685
3957695,6.804,0.481,0.1237,0.0724
3957709,9.634,0.078,0.4801,0.0117
3957717,6.731,0.325,0.1144,0.0489
3957725,7.378,0.198,0.1959,0.0298
3957733,7.203,0.245,0.1739,0.0369
3957741,6.918,0.270,0.1380,0.0406
3957750,6.813,0.233,0.1248,0.0350
3957768,11.499,0.058,0.7151,0.0087
3957784,8.948,0.166,0.3938,0.0249
3957792,8.459,0.180,0.3321,0.0271
3957806,7.466,0.215,0.2071,0.0323
3957814,7.423,0.284,0.2017,0.0427
3957822,7.502,0.386,0.2116,0.0581
3957831,7.245,0.524,0.1792,0.0789
3957849,5.872,0.844,0.0062,0.1269
3957857,7.386,0.221,0.1970,0.0332
3957865,8.218,0.323,0.3018,0.0486
3957873,9.364,0.183,0.4461,0.0276
3957881,7.275,0.190,0.1830,0.0286
3957890,9.296,0.117,0.4376,0.0177
3957903,7.833,0.124,0.2532,0.0187
3957911,7.014,0.319,0.1501,0.0480
3957920,7.497,0.313,0.2109,0.0471
3957938,7.489,0.279,0.2099,0.0420
3957946,8.717,0.207,0.3646,0.0311
3957954,8.540,0.223,0.3424,0.0336
3957962,9.093,0.151,0.4120,0.0228
3957971,8.831,0.246,0.3790,0.0370
3957989,7.053,0.464,0.1550,0.0698
3957997,6.920,0.612,0.1383,0.0920
3958004,7.038,0.686,0.1531,0.1031
3958012,8.558,0.423,0.3446,0.0637
3958021,7.881,0.403,0.2594,0.0607
3958039,6.722,0.507,0.1133,0.0762
3958047,6.878,0.870,0.1330,0.1308
3958055,7.554,0.917,0.2182,0.1379
3958063,8.136,0.751,0.2915,0.1129
3958071,7.028,0.642,0.1519,0.0966
3958080,6.248,0.665,0.0536,0.1000
3958098,6.998,0.361,0.1481,0.0544
3958101,8.130,0.250,0.2907,0.0376
3958110,8.679,0.218,0.3599,0.0328
3958128,8.464,0.264,0.3327,0.0397
3958136,7.466,0.501,0.2071,0.0754
3958144,7.799,0.390,0.2490,0.0587
3958152,7.646,0.385,0.2297,0.0580
3958161,6.524,0.494,0.0884,0.0743
3958179,6.291,0.747,0.0590,0.1123
3958187,7.174,0.740,0.1702,0.1113
3958195,6.450,0.908,0.0791,0.1365
3958209,7.118,0.962,0.1632,0.1446
3958217,6.949,0.978,0.1419,0.1472
3958225,7.376,0.974,0.1957,0.1465
3958233,6.904,0.680,0.1363,0.1023
3958241,8.115,0.877,0.2888,0.1320
3958250,8.081,1.041,0.2845,0.1565
3958268,7.860,1.014,0.2567,0.1524
3958276,8.499,0.869,0.3371,0.1308
3958284,7.872,0.809,0.2582,0.1216
3958292,7.385,0.752,0.1969,0.1132
3958306,6.597,1.029,0.0976,0.1547
3958314,7.167,1.101,0.1694,0.1656
3958322,7.226,1.158,0.1768,0.1742
3958331,7.435,1.123,0.2031,0.1689
3958349,7.931,1.103,0.2657,0.1659
3958357,7.171,1.103,0.1699,0.1659
3958365,7.023,0.483,0.1512,0.0727
3958373,7.522,0.612,0.2141,0.0920
3958381,6.963,0.714,0.1437,0.1075
3958390,6.627,1.370,0.1013,0.2061
3958403,6.940,0.893,0.1407,0.1343
3958411,7.186,0.554,0.1718,0.0833
3958420,6.001,0.844,0.0225,0.1269
3958438,6.921,1.159,0.1384,0.1743
3958446,7.407,1.098,0.1996,0.1651
3958454,7.508,1.137,0.2123,0.1710
3958462,7.252,0.935,0.1800,0.1407
3958471,7.113,0.998,0.1626,0.1501
3958489,6.842,0.797,0.1284,0.1199
3958497,7.000,0.714,0.1483,0.1074
