parcel_id,twi,hand,twi_n,hand_n
4946110,7.558,1.052,0.2186,0.1583
4946128,7.239,1.773,0.1785,0.2666
4946136,7.362,1.786,0.1939,0.2685
4946144,7.338,0.441,0.1909,0.0663
4946152,5.902,0.970,0.0100,0.1459
4946161,6.851,1.028,0.1295,0.1546
4946195,8.611,0.264,0.3513,0.0397
4946276,9.422,0.053,0.4535,0.0080
4946284,7.567,0.733,0.2198,0.1103
4946314,14.572,0.000,1.0000,0.0000
4946683,7.036,0.716,0.1528,0.1077
4946691,13.601,0.000,0.9798,0.0000
4946730,7.237,1.802,0.1782,0.2710
4947043,7.025,0.326,0.1515,0.0491
4947132,9.967,0.472,0.5221,0.0710
4947213,7.577,0.501,0.2211,0.0754
4947353,6.686,0.291,0.1088,0.0438
4947531,6.671,4.240,0.1069,0.6377
4947566,7.096,1.252,0.1604,0.1884
4947663,10.813,0.073,0.6286,0.0109
4948210,7.850,4.540,0.2554,0.6828
4948236,8.931,0.215,0.3916,0.0324
4948341,10.061,0.038,0.5339,0.0057
4948350,6.363,2.222,0.0680,0.3342
4948368,5.610,5.331,0.0000,0.8018
4948376,5.378,5.204,0.0000,0.7827
4948384,5.958,3.307,0.0171,0.4973
4948406,6.176,2.078,0.0445,0.3125
4948465,6.718,2.036,0.1129,0.3062
4948546,6.810,0.293,0.1244,0.0441
4948783,12.497,0.000,0.8408,0.0000
4948945,6.579,5.104,0.0953,0.7677
4948953,8.355,0.092,0.3190,0.0138
4948961,8.260,0.945,0.3071,0.1422
4949127,7.186,4.666,0.1717,0.7018
4949259,6.815,3.435,0.1251,0.5166
4949267,8.729,0.175,0.3661,0.0264
4949283,8.648,0.847,0.3559,0.1274
4949291,6.806,1.599,0.1239,0.2405
4949305,8.872,1.023,0.3841,0.1539
4949411,7.343,0.896,0.1915,0.1348
4949429,7.421,1.302,0.2013,0.1958
4949437,7.689,1.502,0.2351,0.2258
4949445,7.745,3.001,0.2422,0.4513
4949453,6.457,4.080,0.0800,0.6137
4949461,6.837,5.955,0.1278,0.8956
4949526,11.537,0.000,0.7199,0.0000
4949534,9.233,2.497,0.4296,0.3755
4949551,7.079,1.372,0.1583,0.2064
4949658,12.462,0.000,0.8364,0.0000
4949666,8.858,0.154,0.3824,0.0232
4949691,9.913,1.685,0.5153,0.2534
4949771,7.989,1.532,0.2729,0.2304
4949798,10.228,0.075,0.5550,0.0112
4949828,12.888,0.000,0.8901,0.0000
4949836,7.333,2.581,0.1902,0.3882
4949844,7.268,1.199,0.1821,0.1803
4949852,6.685,0.542,0.1086,0.0815
4949861,6.176,3.692,0.0445,0.5552
4949879,9.471,3.805,0.4596,0.5723
4949917,6.035,7.812,0.0268,1.0000
4949925,6.645,2.704,0.1037,0.4067
4949933,8.004,2.405,0.2748,0.3617
4950087,7.138,1.780,0.1658,0.2678
4950125,7.534,0.372,0.2156,0.0559
4950150,12.759,0.000,0.8738,0.0000
4950176,6.841,1.217,0.1283,0.1830
4950443,7.998,1.069,0.2741,0.1608
4950460,11.513,0.023,0.7168,0.0034
4950478,7.839,0.392,0.2541,0.0589
4950486,7.261,0.171,0.1812,0.0257
4950494,7.228,5.694,0.1771,0.8564
4950559,6.476,2.039,0.0824,0.3067
4950567,11.479,0.123,0.7126,0.0185
4950575,6.341,0.506,0.0654,0.0761
4950591,8.485,0.235,0.3354,0.0353
4950621,13.674,0.000,0.9890,0.0000
4950630,7.878,0.326,0.2589,0.0490
4950664,6.629,5.212,0.1016,0.7839
4950672,7.127,0.186,0.1643,0.0280
4950681,7.160,2.166,0.1685,0.3258
4950702,8.552,0.074,0.3438,0.0111
4950729,6.721,1.274,0.1131,0.1917
4950737,7.343,0.168,0.1915,0.0252
4950745,6.240,2.117,0.0525,0.3184
4950753,9.334,0.798,0.4423,0.1201
4950761,7.078,2.162,0.1581,0.3251
4950770,7.793,1.503,0.2483,0.2260
4950788,14.857,0.000,1.0000,0.0000
4950800,9.192,0.769,0.4244,0.1157
4950826,7.375,0.455,0.1955,0.0684
4950834,9.493,0.016,0.4623,0.0023
4950842,8.037,0.573,0.2790,0.0862
4950851,6.821,0.853,0.1258,0.1283
4950869,7.882,0.941,0.2595,0.1416
4950877,7.688,0.539,0.2350,0.0810
4950885,7.044,0.906,0.1539,0.1363
4950893,6.633,0.698,0.1022,0.1049
4950907,5.819,1.263,0.0000,0.1900
4950915,7.370,0.914,0.1950,0.1375
4950931,9.141,0.184,0.4180,0.0277
4950958,7.284,3.939,0.1842,0.5924
4950966,6.664,1.807,0.1060,0.2718
4950974,11.357,0.000,0.6972,0.0000
4950982,7.722,0.680,0.2393,0.1023
4950991,8.126,0.705,0.2901,0.1060
4951008,6.052,4.343,0.0289,0.6532
4951032,8.340,0.288,0.3172,0.0433
4951041,8.752,1.109,0.3690,0.1668
4951059,7.650,4.259,0.2303,0.6406
4951083,6.193,6.897,0.0467,1.0000
4951091,9.478,3.965,0.4605,0.5964
4951113,8.828,0.663,0.3786,0.0997
4951121,9.735,0.030,0.4929,0.0046
4951130,11.092,0.075,0.6638,0.0112
4951148,10.363,0.007,0.5720,0.0010
4951156,8.090,0.282,0.2857,0.0424
4951199,7.353,0.585,0.1927,0.0880
4951245,10.016,0.838,0.5282,0.1261
4951261,7.698,2.639,0.2362,0.3970
4951288,13.461,0.000,0.9622,0.0000
4951741,7.480,0.473,0.2089,0.0711
4951750,12.646,0.000,0.8596,0.0000
4951768,7.600,3.563,0.2239,0.5359
4951776,6.427,4.505,0.0762,0.6775
4951784,6.472,0.593,0.0819,0.0892
4951792,7.072,0.290,0.1574,0.0437
4951806,7.797,0.712,0.2487,0.1071
4951831,8.252,0.259,0.3061,0.0390
4951873,9.305,12.650,0.4386,1.0000
4951881,9.056,0.272,0.4073,0.0408
4951890,9.257,0.072,0.4327,0.0108
4951903,8.793,1.755,0.3742,0.2639
4951920,9.642,0.010,0.4811,0.0015
4951938,8.949,0.527,0.3939,0.0792
4951946,7.730,2.229,0.2403,0.3352
4951962,7.715,2.181,0.2383,0.3280
4951971,6.982,0.349,0.1461,0.0525
4951989,8.392,0.498,0.3237,0.0750
4951997,6.868,1.512,0.1317,0.2274
4952004,8.316,2.718,0.3141,0.4088
4952012,8.499,1.977,0.3372,0.2974
4952071,7.349,1.141,0.1923,0.1716
4952128,12.882,0.000,0.8893,0.0000
4952136,13.502,0.000,0.9674,0.0000
4952144,13.347,0.000,0.9478,0.0000
4952152,12.609,0.000,0.8549,0.0000
4952161,13.198,0.000,0.9291,0.0000
4952179,9.394,0.240,0.4499,0.0361
4952187,5.249,4.441,0.0000,0.6679
4952225,9.420,0.440,0.4532,0.0662
4952250,10.039,0.024,0.5312,0.0036
4952268,6.706,0.471,0.1113,0.0709
4952276,7.441,1.405,0.2039,0.2114
4952284,7.453,0.913,0.2054,0.1374
4952292,6.520,0.726,0.0879,0.1091
4952306,12.055,0.000,0.7851,0.0000
4952314,7.623,1.172,0.2268,0.1762
4952322,6.646,1.208,0.1037,0.1817
4952349,9.886,0.614,0.5118,0.0923
4952357,8.464,0.087,0.3327,0.0131
4952373,8.500,3.977,0.3372,0.5981
4952390,11.217,0.120,0.6795,0.0181
4952403,9.679,14.049,0.4858,1.0000
4952411,7.104,0.603,0.1614,0.0906
4952420,7.100,0.986,0.1610,0.1483
4952438,13.294,0.000,0.9412,0.0000
4952446,14.382,0.000,1.0000,0.0000
4952454,11.487,0.000,0.7136,0.0000
4952462,6.402,1.012,0.0730,0.1522
4952471,6.338,0.564,0.0649,0.0848
4952489,14.058,0.000,1.0000,0.0000
4952497,11.034,0.007,0.6565,0.0011
4952675,6.342,4.293,0.0654,0.6456
4952683,5.557,3.818,0.0000,0.5742
4952705,6.765,0.403,0.1188,0.0607
4952730,8.329,3.356,0.3158,0.5047
4952748,10.643,1.721,0.6073,0.2588
4952756,12.533,0.000,0.8453,0.0000
4952764,8.198,1.399,0.2992,0.2104
4952781,8.227,0.109,0.3029,0.0164
4952799,10.913,2.361,0.6412,0.3551
4952811,9.604,0.026,0.4763,0.0039
4952829,8.300,0.231,0.3122,0.0347
4952837,7.335,0.663,0.1905,0.0997
4952845,10.261,0.431,0.5591,0.0648
4952853,7.796,0.676,0.2486,0.1017
4952861,10.312,0.060,0.5656,0.0091
4952870,9.874,0.017,0.5104,0.0025
4952888,11.922,0.000,0.7684,0.0000
4952896,7.061,0.155,0.1560,0.0233
4952900,11.611,0.024,0.7292,0.0036
4952918,8.239,0.211,0.3044,0.0318
4952934,10.982,0.052,0.6500,0.0079
4952942,8.814,0.280,0.3769,0.0422
4952951,10.506,0.183,0.5900,0.0276
4952969,7.865,0.460,0.2574,0.0691
4952977,8.995,0.058,0.3997,0.0087
4952985,7.066,1.444,0.1566,0.2171
4952993,10.214,0.000,0.5533,0.0000
4953001,7.302,0.498,0.1863,0.0749
4958401,7.432,0.346,0.2028,0.0520
4958517,11.191,0.000,0.6762,0.0000
4958525,6.872,1.510,0.1322,0.2271
4958541,7.951,0.449,0.2682,0.0676
4958550,8.092,1.873,0.2860,0.2817
4958592,6.637,0.741,0.1026,0.1114
4958631,6.697,2.465,0.1102,0.3708
4958657,13.322,0.000,0.9447,0.0000
4958690,6.769,0.878,0.1193,0.1321
4958851,6.718,1.193,0.1128,0.1795
4958886,5.963,0.855,0.0178,0.1287
4958941,7.070,0.218,0.1572,0.0328
4959033,6.224,2.024,0.0506,0.3044
4959041,10.504,0.000,0.5898,0.0000
4959050,7.210,5.974,0.1747,0.8985
4959076,7.028,0.466,0.1518,0.0700
4959246,8.953,0.093,0.3943,0.0140
4959262,8.611,1.718,0.3513,0.2583
4959271,8.497,2.279,0.3369,0.3428
4959289,10.457,0.164,0.5838,0.0246
4959297,7.957,0.140,0.2688,0.0211
4959301,6.986,0.348,0.1466,0.0524
4959343,8.521,0.437,0.3399,0.0657
4959408,9.908,0.555,0.5146,0.0834
4959441,7.558,0.429,0.2187,0.0646
4959459,6.992,1.586,0.1474,0.2385
4959475,9.191,2.649,0.4243,0.3984
4959629,11.557,0.072,0.7224,0.0108
4959688,8.243,1.990,0.3049,0.2993
4959742,6.036,4.118,0.0269,0.6194
4959793,7.573,1.144,0.2205,0.1720
4959874,7.437,0.867,0.2033,0.1305
4959912,12.946,0.000,0.8973,0.0000
4959939,11.931,0.000,0.7695,0.0000
4959963,10.083,5.107,0.5367,0.7680
4959998,5.686,2.467,0.0000,0.3711
4960040,7.134,0.641,0.1652,0.0964
4960074,6.577,4.767,0.0951,0.7170
4960082,6.588,0.755,0.0964,0.1136
4960091,6.948,2.364,0.1417,0.3556
4960104,7.477,1.514,0.2084,0.2277
4960244,8.479,0.362,0.3346,0.0545
4960252,9.053,0.034,0.4070,0.0052
4960279,9.176,0.329,0.4224,0.0495
4960287,8.828,0.653,0.3786,0.0982
4960295,10.839,0.047,0.6320,0.0071
4960309,8.162,0.227,0.2948,0.0341
4960449,7.107,0.132,0.1618,0.0198
4960457,6.129,0.731,0.0387,0.1100
4960465,7.757,0.054,0.2437,0.0082
4960473,7.192,0.883,0.1725,0.1328
4960651,14.770,0.000,1.0000,0.0000
4960678,12.902,0.000,0.8918,0.0000
4960694,9.728,1.159,0.4920,0.1743
4960708,13.407,0.000,0.9554,0.0000
4960716,6.963,0.570,0.1437,0.0858
4960724,14.762,0.000,1.0000,0.0000
4960732,7.622,0.377,0.2267,0.0568
4960741,9.584,0.095,0.4738,0.0143
4960767,7.297,2.089,0.1858,0.3142
4960864,6.879,0.430,0.1331,0.0647
4960872,9.081,0.083,0.4105,0.0125
4960899,6.179,2.494,0.0450,0.3750
4960902,7.343,4.422,0.1915,0.6651
4960911,6.729,5.654,0.1142,0.8504
4960929,7.034,0.295,0.1526,0.0443
4960945,7.899,3.709,0.2616,0.5578
4960961,8.810,0.123,0.3763,0.0186
4961011,9.904,0.095,0.5141,0.0143
4961054,10.378,0.092,0.5739,0.0139
4961178,6.699,0.786,0.1104,0.1182
4961186,8.184,1.484,0.2975,0.2232
4961194,7.188,0.332,0.1720,0.0500
4961208,11.008,0.000,0.6532,0.0000
4961224,10.717,0.551,0.6166,0.0829
4961232,9.230,2.274,0.4292,0.3420
4961241,8.099,0.554,0.2867,0.0834
4961259,7.400,0.696,0.1987,0.1047
4961267,9.497,0.072,0.4628,0.0108
4961275,8.121,0.288,0.2896,0.0433
4961283,7.950,1.649,0.2681,0.2480
4961291,6.440,1.152,0.0778,0.1733
4961305,8.656,0.054,0.3569,0.0081
4961313,9.002,1.121,0.4006,0.1686
4961330,7.052,0.471,0.1549,0.0708
4961348,6.548,0.798,0.0914,0.1200
4961356,6.548,0.798,0.0914,0.1200
4961364,7.052,0.471,0.1549,0.0708
4961372,7.025,0.815,0.1515,0.1226
4961381,6.689,0.910,0.1091,0.1369
4961399,7.019,1.477,0.1508,0.2221
4961402,6.731,1.640,0.1144,0.2466
4961429,6.731,1.640,0.1144,0.2466
4961445,6.292,2.197,0.0591,0.3304
4961453,6.124,1.677,0.0380,0.2523
4961461,6.236,1.400,0.0521,0.2106
4961470,6.124,1.677,0.0380,0.2523
4961488,6.124,1.677,0.0380,0.2523
4961496,5.946,1.798,0.0155,0.2704
4961500,6.332,1.924,0.0642,0.2894
4961518,6.111,1.777,0.0363,0.2672
4961526,6.189,1.952,0.0462,0.2936
4961534,12.303,0.000,0.8163,0.0000
4961542,6.040,1.549,0.0274,0.2330
4961551,6.188,1.932,0.0461,0.2906
4961569,6.251,1.750,0.0540,0.2633
4961577,6.251,1.750,0.0540,0.2633
4961585,6.619,1.846,0.1004,0.2776
4961593,7.439,0.281,0.2036,0.0422
4961607,6.929,0.757,0.1394,0.1139
4961640,9.763,0.210,0.4964,0.0317
4961674,8.067,0.221,0.2827,0.0332
4961691,11.716,0.000,0.7424,0.0000
4961721,8.929,0.683,0.3913,0.1027
4961739,6.300,0.421,0.0601,0.0634
4961763,13.319,0.000,0.9443,0.0000
4961780,8.152,0.227,0.2934,0.0342
4961836,6.813,0.740,0.1247,0.1114
4961909,6.871,0.465,0.1321,0.0699
4961968,11.102,0.016,0.6650,0.0025
4961992,7.066,0.407,0.1567,0.0612
4962018,9.001,0.223,0.4004,0.0336
4962280,8.771,0.098,0.3714,0.0148
4962298,7.151,1.596,0.1674,0.2401
4962301,8.091,7.630,0.2857,1.0000
4962310,11.454,0.000,0.7094,0.0000
4962328,15.133,0.000,1.0000,0.0000
4962336,9.235,0.217,0.4299,0.0327
4962476,11.421,0.021,0.7052,0.0031
4962492,6.658,1.812,0.1053,0.2725
4962514,6.871,0.707,0.1320,0.1063
4962531,13.213,0.000,0.9310,0.0000
4962671,8.628,2.049,0.3534,0.3081
4962735,8.691,6.642,0.3614,0.9990
4962751,11.175,6.350,0.6742,0.9551
4962786,9.011,4.545,0.4016,0.6836
4962794,12.310,3.841,0.8173,0.5777
4962808,8.176,1.650,0.2965,0.2481
4962824,7.752,4.373,0.2430,0.6576
4962841,9.099,0.090,0.4128,0.0136
4962891,9.737,0.047,0.4931,0.0071
4962948,7.737,1.444,0.2412,0.2171
4962972,13.685,0.000,0.9904,0.0000
4962981,13.283,0.000,0.9397,0.0000
4963006,7.375,0.329,0.1956,0.0494
4963014,8.758,0.317,0.3697,0.0477
4963022,7.208,1.571,0.1745,0.2362
4963031,8.646,3.103,0.3557,0.4666
4963049,7.567,2.001,0.2198,0.3010
4963332,6.668,2.175,0.1065,0.3271
4963383,8.714,0.651,0.3643,0.0979
4963391,7.672,1.211,0.2330,0.1821
4963405,8.740,1.022,0.3676,0.1537
4963413,10.248,0.122,0.5575,0.0184
4963421,10.868,0.707,0.6356,0.1063
4963430,8.674,1.258,0.3592,0.1892
4963448,6.795,1.130,0.1225,0.1700
4963456,7.701,0.697,0.2367,0.1048
4963472,7.289,1.399,0.1847,0.2104
4963499,8.824,0.063,0.3781,0.0095
4963511,7.257,0.748,0.1807,0.1125
4963545,7.053,0.849,0.1550,0.1277
4963600,6.310,0.378,0.0614,0.0568
4963821,5.554,3.722,0.0000,0.5599
4963855,12.886,0.000,0.8898,0.0000
4963910,7.276,0.284,0.1831,0.0427
4963928,8.843,0.176,0.3805,0.0265
4963936,6.815,1.020,0.1250,0.1534
4963944,7.364,1.189,0.1941,0.1788
4963995,11.899,0.000,0.7654,0.0000
4964011,7.162,0.202,0.1687,0.0304
4964029,6.415,0.733,0.0747,0.1103
4964037,9.331,0.949,0.4420,0.1427
4964045,6.813,1.335,0.1247,0.2007
4964053,8.866,0.822,0.3834,0.1236
4964061,7.619,0.277,0.2263,0.0417
4964070,6.713,0.332,0.1122,0.0499
4964088,9.574,0.020,0.4725,0.0030
4964096,8.070,0.225,0.2831,0.0338
4964100,8.396,1.048,0.3241,0.1576
4964118,11.087,0.083,0.6632,0.0126
4964126,9.073,1.222,0.4094,0.1837
4964134,7.643,0.190,0.2293,0.0286
4964185,10.217,0.000,0.5536,0.0000
4964193,6.119,0.892,0.0374,0.1342
4964207,7.889,0.055,0.2603,0.0083
4964215,11.100,0.000,0.6648,0.0000
4964223,11.889,0.000,0.7642,0.0000
4964231,8.723,0.000,0.3654,0.0000
4964240,9.178,0.282,0.4227,0.0424
4964258,6.811,0.321,0.1245,0.0482
4964266,7.371,0.221,0.1950,0.0333
4964274,7.348,0.525,0.1922,0.0790
4964282,6.488,0.592,0.0839,0.0890
4964304,8.899,0.126,0.3876,0.0190
4964312,7.792,0.383,0.2481,0.0575
4964321,8.437,0.268,0.3294,0.0403
4964339,8.936,0.174,0.3922,0.0262
4964347,6.982,0.238,0.1461,0.0359
4964355,10.125,0.034,0.5420,0.0051
4964363,7.836,0.310,0.2536,0.0466
4964410,11.897,0.000,0.7652,0.0000
4964436,9.146,0.022,0.4186,0.0034
4964444,12.273,0.000,0.8126,0.0000
4964452,9.227,0.288,0.4288,0.0433
4964461,7.904,1.093,0.2623,0.1644
4964614,10.833,0.001,0.6312,0.0002
4964690,7.948,0.084,0.2678,0.0126
4964703,6.744,0.939,0.1161,0.1412
4964711,7.073,0.532,0.1576,0.0800
4964720,10.060,0.062,0.5338,0.0093
4964738,7.653,0.790,0.2306,0.1188
4964746,9.802,0.528,0.5013,0.0794
4964754,7.414,3.338,0.2005,0.5020
4964762,12.730,0.744,0.8701,0.1118
4964771,8.334,1.365,0.3163,0.2053
4964789,9.480,4.503,0.4608,0.6772
4964797,8.443,1.397,0.3301,0.2102
4964801,8.524,1.328,0.3403,0.1997
4964819,8.872,0.559,0.3841,0.0841
4964827,12.421,0.062,0.8312,0.0093
4964835,7.767,0.275,0.2450,0.0413
4964843,8.903,0.238,0.3881,0.0357
4964851,10.927,0.000,0.6430,0.0000
4964860,8.172,1.675,0.2960,0.2520
4964878,7.995,0.873,0.2736,0.1313
4964886,8.296,4.067,0.3116,0.6117
4964894,9.900,0.375,0.5136,0.0564
4964908,12.340,0.075,0.8210,0.0113
4964916,9.268,0.094,0.4340,0.0141
4964924,11.043,0.140,0.6576,0.0210
4964959,10.112,0.112,0.5404,0.0168
4964975,13.267,0.028,0.9378,0.0043
4964983,11.782,0.067,0.7508,0.0101
4964991,9.423,0.275,0.4536,0.0413
4965009,11.071,0.113,0.6612,0.0170
4965017,12.379,0.012,0.8260,0.0019
4965025,7.388,2.006,0.1972,0.3018
4965033,7.763,1.371,0.2444,0.2062
4965041,7.002,2.867,0.1486,0.4312
4965050,7.869,3.414,0.2578,0.5135
4965068,9.519,1.166,0.4656,0.1753
4965076,8.299,0.486,0.3120,0.0731
4965084,7.661,0.575,0.2316,0.0865
4965092,8.649,1.271,0.3560,0.1912
4965106,7.063,4.268,0.1563,0.6419
4965114,6.774,1.902,0.1199,0.2860
4965122,8.719,1.426,0.3648,0.2145
4965131,7.616,0.910,0.2260,0.1369
4965149,12.061,0.000,0.7859,0.0000
4965157,7.545,1.825,0.2170,0.2745
4965165,10.293,1.197,0.5632,0.1801
4965173,12.101,0.000,0.7909,0.0000
4965181,7.787,0.069,0.2474,0.0103
4965190,9.112,0.140,0.4143,0.0211
4965203,10.607,0.000,0.6027,0.0000
4965211,7.630,0.922,0.2277,0.1387
4965238,10.035,0.069,0.5306,0.0104
4965254,7.967,0.148,0.2702,0.0222
4965262,7.316,0.246,0.1881,0.0369
4965271,8.459,0.183,0.3321,0.0275
4965289,6.745,2.018,0.1162,0.3035
4965297,11.278,0.150,0.6872,0.0226
4965327,5.387,3.882,0.0000,0.5839
4965335,5.751,3.655,0.0000,0.5497
4965343,6.706,3.203,0.1113,0.4818
4965351,6.386,3.056,0.0709,0.4596
4965360,7.041,1.472,0.1535,0.2214
4965378,6.758,1.185,0.1178,0.1782
4965386,6.642,2.330,0.1032,0.3504
4965394,6.193,3.257,0.0467,0.4898
4965408,6.816,4.322,0.1251,0.6501
4965416,6.791,2.121,0.1220,0.3190
4965424,7.217,0.672,0.1757,0.1010
4965432,8.529,0.034,0.3409,0.0052
4965441,10.685,0.000,0.6125,0.0000
4965459,10.544,0.197,0.5948,0.0297
4965483,6.613,0.279,0.0996,0.0419
4965491,6.166,3.884,0.0433,0.5841
4965505,5.389,3.974,0.0000,0.5978
4965513,6.707,0.413,0.1114,0.0621
4965521,6.547,0.323,0.0913,0.0486
4965530,7.736,0.133,0.2410,0.0200
4965548,7.405,0.158,0.1994,0.0238
4965556,7.264,0.280,0.1816,0.0421
4965564,6.327,0.686,0.0635,0.1032
4965572,6.794,1.151,0.1224,0.1731
4965581,6.228,4.152,0.0511,0.6245
4965599,7.730,1.478,0.2403,0.2223
4965602,7.294,1.588,0.1854,0.2388
4965611,6.638,3.210,0.1027,0.4828
4965629,6.106,2.955,0.0357,0.4444
4965637,7.598,3.885,0.2236,0.5844
4965645,6.773,1.605,0.1197,0.2414
4965661,7.219,0.290,0.1760,0.0436
4965670,7.104,0.495,0.1615,0.0744
4965688,6.864,0.934,0.1312,0.1405
4965696,5.956,3.787,0.0168,0.5696
4965700,6.362,3.524,0.0679,0.5300
4965718,9.152,0.058,0.4194,0.0088
4965726,7.985,0.573,0.2724,0.0862
4965742,7.225,1.073,0.1766,0.1614
4965751,7.382,1.026,0.1965,0.1544
4965769,7.307,0.998,0.1871,0.1502
4965777,9.090,0.830,0.4116,0.1249
4965785,8.135,0.771,0.2913,0.1160
4965793,9.088,0.707,0.4114,0.1063
4965807,8.754,0.716,0.3693,0.1077
4965815,9.613,0.687,0.4775,0.1033
4965823,8.747,0.722,0.3684,0.1086
4966331,7.866,1.131,0.2574,0.1701
4966366,7.119,0.303,0.1633,0.0456
4966374,7.250,0.329,0.1799,0.0495
4966382,7.714,0.371,0.2382,0.0558
4966404,7.220,0.497,0.1761,0.0747
4966412,7.159,0.489,0.1683,0.0736
4966421,6.608,0.586,0.0989,0.0882
4966439,6.404,0.459,0.0732,0.0691
4966455,6.385,0.372,0.0709,0.0560
4966463,7.115,0.390,0.1628,0.0587
4966471,7.596,0.474,0.2234,0.0713
4966480,7.137,0.519,0.1656,0.0780
4966498,7.319,0.377,0.1885,0.0567
4966501,11.982,0.000,0.7760,0.0000
4966510,9.336,0.201,0.4426,0.0302
4966528,11.939,0.000,0.7705,0.0000
4966536,9.280,0.218,0.4355,0.0328
4966544,7.062,0.433,0.1562,0.0651
4966552,7.957,0.367,0.2689,0.0552
4966561,7.421,0.517,0.2013,0.0778
4966579,7.585,0.485,0.2221,0.0729
4966595,6.931,0.336,0.1397,0.0505
4966609,6.565,0.509,0.0935,0.0766
4966617,7.938,0.375,0.2666,0.0564
4966625,8.558,0.258,0.3447,0.0388
4966633,6.662,0.445,0.1058,0.0670
4966641,6.771,0.424,0.1195,0.0637
4966650,6.877,0.369,0.1329,0.0554
4966668,6.909,0.397,0.1369,0.0596
4966676,6.952,0.449,0.1423,0.0676
4966684,6.834,0.443,0.1275,0.0666
4966692,7.514,0.316,0.2131,0.0475
4966706,6.970,0.446,0.1445,0.0671
4966714,7.308,0.316,0.1871,0.0475
