parcel_id,twi,hand,twi_n,hand_n
3475879,8.060,0.594,0.2818,0.0894
3475887,6.939,0.519,0.1407,0.0780
3475895,7.418,0.968,0.2009,0.1456
3475909,7.394,1.010,0.1979,0.1519
3475917,9.377,0.031,0.4478,0.0046
3475925,10.210,0.017,0.5527,0.0026
3475933,7.124,0.125,0.1640,0.0188
3475941,7.376,0.136,0.1957,0.0204
3475968,8.280,0.079,0.3096,0.0119
3475976,8.097,0.109,0.2865,0.0164
3475984,9.343,0.045,0.4435,0.0067
3475992,9.624,0.051,0.4789,0.0077
3476000,8.526,0.081,0.3406,0.0122
3476034,7.727,0.161,0.2399,0.0242
3476042,10.565,0.000,0.5974,0.0000
3476051,11.924,0.000,0.7686,0.0000
3476069,7.735,0.130,0.2409,0.0195
3476077,7.823,0.094,0.2520,0.0141
3476085,13.048,0.000,0.9101,0.0000
3476093,12.232,0.000,0.8074,0.0000
3476107,12.087,0.003,0.7892,0.0004
3476115,9.155,0.032,0.4198,0.0048
3476123,8.088,0.123,0.2854,0.0186
3476131,7.286,0.259,0.1844,0.0389
3476140,9.302,0.071,0.4384,0.0106
3476158,9.910,0.027,0.5149,0.0041
3476166,13.274,0.007,0.9387,0.0011
3476174,13.926,0.000,1.0000,0.0000
3476182,14.990,0.000,1.0000,0.0000
3476191,16.059,0.000,1.0000,0.0000
3476204,13.773,0.000,1.0000,0.0000
3476221,13.528,0.000,0.9706,0.0000
3476239,13.594,0.000,0.9790,0.0000
3476247,13.558,0.000,0.9745,0.0000
3476255,13.696,0.000,0.9918,0.0000
3476263,13.352,0.000,0.9484,0.0000
3476271,15.843,0.000,1.0000,0.0000
3476280,14.295,0.016,1.0000,0.0024
3476298,10.956,0.149,0.6467,0.0225
3476301,14.314,0.005,1.0000,0.0007
3476310,15.730,0.000,1.0000,0.0000
3476344,12.665,0.000,0.8620,0.0000
3476352,13.715,0.000,0.9942,0.0000
3476361,13.067,0.000,0.9126,0.0000
3476379,13.850,0.000,1.0000,0.0000
3476387,13.106,0.000,0.9175,0.0000
3476395,13.590,0.000,0.9785,0.0000
3476409,12.418,0.000,0.8308,0.0000
3476417,10.797,0.111,0.6266,0.0168
3476425,11.719,0.101,0.7428,0.0152
3476433,9.622,0.123,0.4786,0.0185
3476441,9.135,0.144,0.4173,0.0216
3476450,7.599,0.241,0.2238,0.0363
3476468,7.292,0.238,0.1852,0.0359
3476476,9.128,0.175,0.4164,0.0263
3476484,7.532,0.174,0.2153,0.0262
3476492,10.079,0.050,0.5363,0.0075
3476506,9.571,0.026,0.4722,0.0039
3476514,10.087,0.050,0.5372,0.0075
3476549,9.326,0.025,0.4413,0.0038
3476557,11.530,0.012,0.7190,0.0018
3476565,11.683,0.000,0.7383,0.0000
3476573,10.109,0.000,0.5400,0.0000
3476581,11.054,0.012,0.6590,0.0018
3476590,10.226,0.047,0.5547,0.0070
3476603,10.803,0.015,0.6274,0.0022
3476611,9.370,0.123,0.4469,0.0185
3476620,10.773,0.121,0.6236,0.0182
3476638,11.246,0.101,0.6832,0.0152
3476646,8.802,0.149,0.3753,0.0224
3476654,8.674,0.160,0.3593,0.0241
3476662,7.921,0.583,0.2644,0.0877
3476671,8.341,0.753,0.3173,0.1132
3476689,6.993,0.718,0.1474,0.1081
3476701,7.980,0.788,0.2718,0.1185
3476719,8.402,0.678,0.3249,0.1019
3476727,8.811,0.688,0.3765,0.1035
3476735,8.532,0.697,0.3413,0.1048
3476743,8.828,0.627,0.3786,0.0943
3476751,8.303,0.217,0.3124,0.0326
3476760,10.018,0.132,0.5284,0.0199
3476778,10.150,0.123,0.5452,0.0185
3476786,7.865,0.262,0.2573,0.0394
3476794,8.065,0.232,0.2825,0.0349
3476808,8.024,0.249,0.2773,0.0375
3476816,8.374,0.190,0.3215,0.0286
3476824,9.740,0.114,0.4936,0.0171
3476841,7.959,0.264,0.2691,0.0398
3476867,7.916,0.394,0.2637,0.0592
3476875,8.509,0.203,0.3384,0.0305
3476883,8.278,0.372,0.3093,0.0559
3476891,8.373,0.262,0.3213,0.0395
3476905,8.569,0.250,0.3460,0.0375
3476913,8.768,0.264,0.3710,0.0396
3476921,8.560,0.301,0.3449,0.0452
3476930,8.452,0.335,0.3312,0.0505
3476948,8.753,0.305,0.3691,0.0459
3476956,12.363,0.440,0.8240,0.0662
3476964,9.180,0.525,0.4229,0.0790
3476972,12.396,0.440,0.8281,0.0662
3476981,10.777,0.478,0.6242,0.0719
3476999,9.676,0.569,0.4854,0.0856
3477006,9.442,0.570,0.4559,0.0858
3477014,7.560,0.754,0.2189,0.1134
3477022,7.786,0.911,0.2474,0.1370
3477031,7.251,1.220,0.1800,0.1835
3477049,7.488,1.237,0.2099,0.1860
3477057,6.648,1.140,0.1040,0.1715
3477065,7.068,1.194,0.1570,0.1796
3477073,7.247,1.361,0.1795,0.2047
3477081,7.097,0.752,0.1606,0.1130
3477090,7.125,1.230,0.1640,0.1850
3477103,6.939,0.639,0.1407,0.0961
3477111,7.211,0.400,0.1749,0.0602
3477138,8.972,0.636,0.3968,0.0956
3477146,7.951,0.728,0.2681,0.1095
3477154,9.930,0.563,0.5175,0.0846
3477162,9.584,0.573,0.4739,0.0861
3477171,9.262,0.617,0.4333,0.0927
3477189,9.875,0.548,0.5105,0.0824
3477197,10.856,0.454,0.6340,0.0683
3477201,10.008,0.469,0.5273,0.0706
3477219,9.293,0.499,0.4372,0.0750
3477227,8.676,0.556,0.3595,0.0836
3477235,10.229,0.470,0.5551,0.0708
3477243,8.660,0.510,0.3575,0.0766
3477251,9.886,0.465,0.5118,0.0699
3477278,9.037,0.553,0.4049,0.0832
3477286,6.970,0.765,0.1446,0.1151
3477294,8.814,0.451,0.3769,0.0679
3477308,7.701,0.254,0.2366,0.0382
3477316,6.787,0.484,0.1215,0.0728
3477324,9.145,0.111,0.4185,0.0167
3477332,7.035,0.428,0.1527,0.0644
3477341,7.277,0.332,0.1832,0.0500
3477359,6.825,0.629,0.1262,0.0946
3477367,6.917,0.981,0.1379,0.1475
3477375,7.064,0.785,0.1564,0.1181
3477391,7.315,0.739,0.1880,0.1111
3477405,7.251,1.091,0.1800,0.1641
3477413,7.296,1.226,0.1857,0.1844
3477421,6.838,1.120,0.1279,0.1684
3477430,7.411,1.660,0.2002,0.2496
3477448,7.314,1.556,0.1879,0.2341
3477456,7.622,1.486,0.2267,0.2236
3477464,7.272,1.408,0.1826,0.2118
3477472,7.453,1.445,0.2054,0.2173
3477481,7.276,1.328,0.1831,0.1997
3477499,6.910,1.246,0.1370,0.1874
3477502,6.942,1.168,0.1410,0.1756
3477511,7.043,1.015,0.1537,0.1527
3477529,7.077,0.988,0.1581,0.1486
3477537,6.923,0.931,0.1387,0.1400
3477545,7.154,0.881,0.1677,0.1325
3477553,6.871,0.812,0.1320,0.1221
3477561,8.372,0.572,0.3212,0.0860
3477588,10.842,0.000,0.6323,0.0000
3477596,9.903,0.028,0.5141,0.0042
3477600,11.821,0.000,0.7557,0.0000
3477626,9.145,0.039,0.4186,0.0058
3477651,7.700,0.821,0.2365,0.1235
3477677,8.176,1.303,0.2965,0.1960
3477685,8.323,1.453,0.3150,0.2185
3477693,12.034,0.000,0.7824,0.0000
3477707,11.799,0.000,0.7528,0.0000
3477715,11.633,0.000,0.7319,0.0000
3477723,12.800,0.000,0.8789,0.0000
3477731,13.120,0.000,0.9193,0.0000
3477740,12.917,0.000,0.8937,0.0000
3477758,12.779,0.000,0.8763,0.0000
3477774,10.534,0.014,0.5936,0.0021
3477782,12.379,0.000,0.8259,0.0000
3477804,11.107,0.000,0.6656,0.0000
3477812,12.021,0.000,0.7809,0.0000
3477821,11.778,0.000,0.7502,0.0000
3477839,11.818,0.000,0.7552,0.0000
3477847,11.902,0.000,0.7659,0.0000
3477855,13.111,0.000,0.9182,0.0000
3477863,13.221,0.000,0.9320,0.0000
3477871,13.340,0.000,0.9470,0.0000
3477880,13.067,0.000,0.9126,0.0000
3477898,13.442,0.000,0.9598,0.0000
3477901,13.451,0.000,0.9610,0.0000
3477910,13.492,0.000,0.9662,0.0000
3477928,13.142,0.000,0.9220,0.0000
3477936,13.267,0.000,0.9378,0.0000
3477944,13.253,0.000,0.9360,0.0000
3477952,12.726,0.000,0.8696,0.0000
3477979,12.622,0.000,0.8565,0.0000
3477987,12.863,0.000,0.8869,0.0000
3477995,12.809,0.000,0.8801,0.0000
3478002,12.693,0.000,0.8655,0.0000
3478011,12.669,0.000,0.8624,0.0000
3478029,13.089,0.000,0.9154,0.0000
3478037,12.812,0.000,0.8804,0.0000
3478045,12.736,0.000,0.8709,0.0000
3478053,12.827,0.000,0.8824,0.0000
3478061,13.563,0.000,0.9750,0.0000
3478070,13.613,0.000,0.9813,0.0000
3478088,13.669,0.000,0.9884,0.0000
3478096,13.423,0.000,0.9575,0.0000
3478100,6.455,0.597,0.0797,0.0898
3478118,7.558,1.212,0.2187,0.1823
3478126,7.106,1.149,0.1617,0.1728
3478134,6.984,0.956,0.1463,0.1438
3478142,8.355,0.960,0.3190,0.1444
3478151,9.658,0.966,0.4831,0.1452
3478169,6.912,0.821,0.1373,0.1235
3478185,7.578,0.978,0.2212,0.1471
3478207,7.122,0.885,0.1637,0.1332
3478215,6.389,2.948,0.0713,0.4434
3478223,6.410,2.527,0.0741,0.3801
3478231,6.958,1.808,0.1431,0.2719
3478240,8.876,1.026,0.3846,0.1543
3478258,7.659,1.200,0.2314,0.1805
3478266,6.949,0.544,0.1419,0.0819
3478274,9.453,0.273,0.4573,0.0411
3478282,9.520,0.100,0.4658,0.0151
3478291,10.397,0.174,0.5762,0.0262
3478304,6.105,3.245,0.0356,0.4880
3478312,6.222,3.023,0.0504,0.4546
3478321,6.740,1.983,0.1156,0.2983
3478339,7.085,1.788,0.1590,0.2689
3478347,6.867,0.398,0.1315,0.0598
3478355,6.862,0.671,0.1310,0.1010
3478363,7.655,0.264,0.2308,0.0396
3478371,12.025,0.000,0.7813,0.0000
3478380,10.971,0.007,0.6486,0.0010
3478398,12.180,0.000,0.8008,0.0000
3478401,12.020,0.000,0.7807,0.0000
3478410,10.295,0.078,0.5634,0.0118
3478428,8.551,0.206,0.3437,0.0310
3478436,10.838,0.010,0.6318,0.0015
3478444,6.358,3.006,0.0675,0.4521
3478452,6.902,1.907,0.1360,0.2868
3478461,7.737,1.204,0.2411,0.1811
3478479,6.976,2.091,0.1454,0.3145
3478487,6.596,2.561,0.0975,0.3852
3478495,6.534,2.504,0.0896,0.3766
3478509,6.285,3.403,0.0583,0.5119
3478517,6.517,3.126,0.0875,0.4702
3478525,6.542,3.361,0.0906,0.5054
3478533,7.498,1.271,0.2110,0.1912
3478541,7.706,1.335,0.2373,0.2008
3478550,8.039,1.112,0.2793,0.1672
3478568,8.130,0.859,0.2907,0.1291
3478576,8.610,0.787,0.3511,0.1183
3478584,6.712,1.248,0.1120,0.1877
3478592,7.517,0.182,0.2135,0.0274
3478606,8.044,0.172,0.2798,0.0259
3478614,7.618,0.307,0.2261,0.0461
3478622,7.429,0.228,0.2024,0.0344
3478631,6.537,0.521,0.0900,0.0783
3478649,8.453,0.358,0.3314,0.0539
3478657,9.199,0.214,0.4253,0.0321
3478665,9.639,0.143,0.4808,0.0214
3478673,8.531,0.137,0.3412,0.0206
3478681,7.530,1.918,0.2151,0.2885
3478690,7.649,1.389,0.2300,0.2089
3478703,7.911,1.158,0.2630,0.1741
3478711,7.508,2.143,0.2123,0.3222
3478720,7.707,2.336,0.2373,0.3513
3478738,7.206,1.959,0.1742,0.2946
3478746,7.294,2.492,0.1854,0.3749
3478754,7.626,1.296,0.2272,0.1949
3478762,7.366,1.679,0.1944,0.2525
3478771,8.208,0.626,0.3005,0.0942
3478789,6.751,1.511,0.1170,0.2272
3478797,7.727,0.861,0.2400,0.1296
3478801,6.113,2.463,0.0367,0.3705
3478819,6.796,2.517,0.1227,0.3785
3478827,6.325,2.743,0.0633,0.4125
3478835,6.263,2.462,0.0555,0.3703
3478843,8.727,0.077,0.3659,0.0116
3478851,8.733,0.027,0.3667,0.0040
3478860,10.610,0.000,0.6031,0.0000
3478878,9.548,0.016,0.4693,0.0024
3478886,10.766,0.001,0.6227,0.0001
3478894,9.723,2.596,0.4913,0.3904
3478908,7.838,2.804,0.2539,0.4217
3478916,8.292,2.210,0.3111,0.3325
3478924,8.605,1.089,0.3505,0.1637
3478932,7.171,1.723,0.1699,0.2591
3478941,7.441,2.866,0.2039,0.4311
3478959,9.342,0.962,0.4434,0.1447
3478967,7.966,2.339,0.2700,0.3518
3478975,8.284,0.522,0.3101,0.0785
3478983,9.175,0.473,0.4223,0.0712
3478991,8.823,0.520,0.3780,0.0781
3479009,11.039,0.452,0.6572,0.0681
3479017,8.316,0.582,0.3141,0.0875
3479025,10.321,0.462,0.5666,0.0695
3479041,7.795,1.252,0.2485,0.1882
3479050,7.211,0.609,0.1749,0.0915
3479068,8.169,0.334,0.2956,0.0502
3479076,7.170,0.700,0.1697,0.1054
3479106,7.680,0.764,0.2340,0.1149
3479114,7.290,0.562,0.1849,0.0846
3479122,7.084,0.700,0.1590,0.1053
3479149,8.048,0.635,0.2804,0.0955
3479157,7.369,0.993,0.1948,0.1494
3479165,7.122,0.951,0.1636,0.1430
3479173,7.499,2.359,0.2112,0.3548
3479181,8.205,1.819,0.3002,0.2736
3479190,8.501,0.540,0.3374,0.0812
3479203,8.903,1.195,0.3880,0.1797
3479211,7.829,0.661,0.2527,0.0994
3479220,7.804,0.709,0.2496,0.1067
3479238,7.038,0.615,0.1531,0.0925
3479246,8.047,0.347,0.2802,0.0522
3479254,7.523,0.374,0.2142,0.0563
3479262,7.947,0.972,0.2676,0.1462
3479271,7.226,1.134,0.1769,0.1705
3479289,6.909,1.005,0.1369,0.1512
3479327,8.296,0.712,0.3116,0.1071
3479351,7.810,0.636,0.2504,0.0956
3479360,10.811,0.494,0.6284,0.0743
3479378,10.841,0.502,0.6322,0.0755
3479386,7.764,0.657,0.2445,0.0989
3479394,8.098,0.647,0.2867,0.0973
3479416,7.470,0.989,0.2076,0.1488
3479424,6.624,1.200,0.1010,0.1804
3479432,7.523,0.640,0.2142,0.0963
3479441,6.988,1.001,0.1468,0.1506
3479459,7.557,0.709,0.2185,0.1066
3479491,7.343,0.283,0.1916,0.0426
3479513,7.465,0.883,0.2069,0.1328
3479530,8.121,0.520,0.2896,0.0782
3479548,7.102,0.658,0.1612,0.0990
3479556,9.179,0.457,0.4228,0.0687
3479564,7.327,0.866,0.1895,0.1303
3479572,6.239,0.612,0.0525,0.0921
3479599,7.171,0.395,0.1699,0.0593
3479602,8.759,0.496,0.3699,0.0746
3479629,10.706,0.007,0.6151,0.0011
3479637,6.780,0.277,0.1206,0.0417
3479645,12.229,0.000,0.8070,0.0000
3479653,9.552,0.002,0.4698,0.0002
3479661,7.955,0.077,0.2687,0.0116
3479670,10.883,0.007,0.6374,0.0011
3479688,7.593,0.125,0.2231,0.0188
3479696,10.274,0.032,0.5607,0.0048
3479700,8.016,0.121,0.2763,0.0182
3479718,12.261,0.000,0.8111,0.0000
3479734,10.802,0.020,0.6273,0.0030
3479742,8.536,0.063,0.3418,0.0095
3479751,10.125,0.004,0.5420,0.0006
3479769,9.169,0.046,0.4215,0.0070
3479777,8.382,0.191,0.3225,0.0287
3479785,11.638,0.000,0.7326,0.0000
3479793,11.304,0.000,0.6905,0.0000
3479807,11.213,0.000,0.6790,0.0000
3479815,8.368,0.088,0.3207,0.0132
3479823,12.057,0.000,0.7853,0.0000
3479831,10.427,0.006,0.5800,0.0009
3479840,10.876,0.000,0.6366,0.0000
3479858,10.211,0.000,0.5528,0.0000
3479866,9.508,0.018,0.4642,0.0027
3479874,7.765,0.067,0.2447,0.0100
3479882,11.690,0.000,0.7391,0.0000
3479891,10.834,0.001,0.6313,0.0001
3479904,12.512,0.006,0.8427,0.0008
3479912,13.022,0.000,0.9069,0.0000
3479921,8.512,0.232,0.3388,0.0349
3479947,8.328,0.278,0.3156,0.0418
3479955,8.311,0.447,0.3135,0.0673
3479963,10.588,0.058,0.6003,0.0087
3479971,9.669,0.123,0.4846,0.0185
3479980,6.945,0.376,0.1414,0.0565
3479998,8.145,0.372,0.2926,0.0559
3480007,7.296,0.305,0.1856,0.0459
3480015,8.634,0.132,0.3541,0.0199
3480031,9.081,0.081,0.4104,0.0122
3480040,7.976,0.124,0.2713,0.0186
3480058,9.629,0.033,0.4796,0.0050
3480066,8.608,0.070,0.3509,0.0105
3480074,8.873,0.084,0.3842,0.0126
3480082,7.601,0.379,0.2240,0.0569
3480091,9.969,0.000,0.5224,0.0000
3480121,7.153,0.140,0.1677,0.0210
3480139,9.204,0.386,0.4259,0.0580
3480171,8.064,0.442,0.2824,0.0664
3480180,7.281,0.520,0.1837,0.0781
3480198,8.424,0.249,0.3277,0.0374
3480201,7.704,0.428,0.2370,0.0644
3480210,10.590,0.059,0.6006,0.0089
3480244,9.176,2.115,0.4224,0.3181
3480252,6.746,2.164,0.1164,0.3255
3480287,6.962,0.436,0.1435,0.0656
3480295,7.443,0.544,0.2041,0.0818
3480317,10.002,0.030,0.5264,0.0045
3480325,7.462,0.756,0.2065,0.1137
3480333,8.324,0.386,0.3151,0.0580
3480392,7.166,0.568,0.1692,0.0855
3480406,9.070,2.245,0.4090,0.3377
3480414,8.593,2.262,0.3490,0.3402
3480422,6.527,2.001,0.0887,0.3009
3480431,9.332,2.474,0.4421,0.3721
3480449,8.885,2.451,0.3858,0.3686
3480457,8.618,2.481,0.3521,0.3732
3480465,9.266,2.481,0.4338,0.3732
3480473,8.942,2.389,0.3929,0.3592
3480481,7.955,1.907,0.2686,0.2868
3480490,8.573,0.462,0.3465,0.0695
3480503,8.707,1.188,0.3634,0.1787
3480511,6.887,0.143,0.1341,0.0216
3480520,9.781,0.002,0.4987,0.0003
3480538,12.402,0.000,0.8288,0.0000
3480554,11.715,0.000,0.7423,0.0000
3480562,10.834,0.000,0.6313,0.0000
3480571,13.391,0.000,0.9534,0.0000
3480589,13.077,0.000,0.9139,0.0000
3480597,13.487,0.000,0.9655,0.0000
3480601,11.933,0.000,0.7697,0.0000
3480619,12.218,0.000,0.8057,0.0000
3480627,12.770,0.000,0.8752,0.0000
3480635,11.504,0.000,0.7157,0.0000
3480643,11.281,0.000,0.6876,0.0000
3480651,12.722,0.000,0.8691,0.0000
3480660,7.914,0.188,0.2635,0.0282
3480678,8.466,0.064,0.3330,0.0096
3480686,12.691,0.000,0.8652,0.0000
3480694,9.005,0.043,0.4009,0.0064
3480708,8.329,0.210,0.3158,0.0316
3480716,8.233,0.238,0.3037,0.0358
3480724,6.659,0.944,0.1053,0.1419
3480732,8.523,0.929,0.3402,0.1397
3480741,7.797,0.945,0.2488,0.1422
3480759,6.999,1.129,0.1482,0.1699
3480767,7.138,1.243,0.1657,0.1869
3480775,7.437,1.183,0.2034,0.1779
3480783,7.612,1.271,0.2254,0.1911
3480791,7.782,1.171,0.2469,0.1761
3480805,8.109,1.357,0.2880,0.2041
3480813,9.142,1.453,0.4181,0.2186
3480821,7.781,1.432,0.2467,0.2154
3480848,9.663,0.891,0.4837,0.1340
3480856,7.307,0.991,0.1870,0.1490
3480864,7.741,0.977,0.2417,0.1470
3480872,7.829,0.858,0.2527,0.1290
3480881,7.893,0.831,0.2608,0.1251
3480899,7.261,0.714,0.1812,0.1074
3480902,8.698,0.731,0.3623,0.1100
3480911,9.743,0.615,0.4939,0.0926
3480929,9.223,0.552,0.4284,0.0830
3480937,8.101,0.399,0.2870,0.0601
3480945,8.037,0.301,0.2790,0.0452
3480953,8.130,0.365,0.2906,0.0549
3480961,8.197,0.309,0.2992,0.0465
3480970,6.848,0.542,0.1292,0.0815
3480988,6.350,0.640,0.0665,0.0963
3480996,6.829,0.470,0.1268,0.0707
3481003,7.745,0.347,0.2422,0.0522
3481011,7.006,0.373,0.1491,0.0561
3481020,6.994,0.456,0.1476,0.0686
3481038,7.493,0.586,0.2105,0.0882
3481046,9.708,0.328,0.4895,0.0493
3481054,7.242,0.437,0.1789,0.0657
3481062,7.169,0.545,0.1696,0.0820
3481071,7.441,0.432,0.2039,0.0650
3481089,7.950,0.332,0.2680,0.0500
3481097,6.781,0.455,0.1208,0.0685
3481101,6.686,0.419,0.1088,0.0631
3481119,7.189,0.534,0.1721,0.0804
3481127,6.546,0.811,0.0911,0.1220
3481143,7.664,0.353,0.2320,0.0532
3481151,8.119,0.126,0.2892,0.0190
3481160,7.998,0.464,0.2740,0.0698
3481178,8.971,0.114,0.3966,0.0172
3481186,7.245,0.616,0.1793,0.0926
3481194,8.563,0.377,0.3453,0.0567
3481208,10.027,0.339,0.5296,0.0510
3481216,9.027,0.387,0.4037,0.0583
3481224,8.187,0.156,0.2979,0.0234
3481241,7.092,0.571,0.1599,0.0859
3481267,7.099,0.685,0.1609,0.1030
3481275,6.279,2.443,0.0575,0.3675
3481291,6.369,0.964,0.0688,0.1450
3481313,6.919,1.388,0.1381,0.2087
3481364,6.047,0.821,0.0283,0.1235
3481372,9.463,0.152,0.4587,0.0228
3481381,9.733,0.171,0.4926,0.0257
3481399,8.040,0.264,0.2794,0.0398
3481402,6.406,0.637,0.0736,0.0957
3481411,9.066,0.236,0.4085,0.0355
3481429,8.199,0.292,0.2994,0.0439
3481437,8.754,1.057,0.3693,0.1590
3481445,9.278,1.077,0.4353,0.1621
3481453,8.131,0.373,0.2908,0.0561
3481461,8.432,0.398,0.3287,0.0599
3481470,8.341,0.431,0.3173,0.0648
3481488,9.118,0.647,0.4152,0.0973
3481496,7.725,0.443,0.2397,0.0667
3481500,8.172,0.443,0.2960,0.0666
3481518,8.401,0.459,0.3248,0.0690
3481526,8.459,0.439,0.3321,0.0660
3481534,5.988,0.917,0.0209,0.1379
3481542,6.124,1.108,0.0380,0.1667
3481551,6.695,1.041,0.1099,0.1565
3481569,6.499,1.248,0.0852,0.1877
3481577,6.475,0.918,0.0822,0.1380
3481585,6.605,0.903,0.0985,0.1358
3481593,6.490,1.221,0.0841,0.1836
3481607,6.044,1.014,0.0280,0.1524
3481615,5.978,0.869,0.0195,0.1306
3481623,6.577,2.014,0.0951,0.3029
3481631,7.298,1.278,0.1859,0.1923
3481640,6.933,1.656,0.1399,0.2490
3481658,7.092,1.492,0.1599,0.2244
3481666,6.902,1.868,0.1360,0.2810
3481674,7.621,1.347,0.2265,0.2026
3481682,7.498,1.532,0.2111,0.2304
3481691,7.213,1.757,0.1751,0.2642
3481704,6.950,1.560,0.1421,0.2347
3481712,6.751,2.071,0.1169,0.3115
3481721,6.591,2.166,0.0968,0.3258
3481739,6.991,1.941,0.1472,0.2920
3481747,6.876,1.930,0.1327,0.2902
3481755,7.195,1.052,0.1729,0.1582
3481763,7.395,0.816,0.1981,0.1227
3481771,8.112,0.778,0.2885,0.1169
3481780,8.520,0.534,0.3398,0.0803
3481798,8.447,0.685,0.3306,0.1030
3481801,8.656,0.731,0.3570,0.1099
3481810,8.920,0.709,0.3902,0.1066
3481828,8.501,0.825,0.3374,0.1242
3481836,8.314,0.706,0.3139,0.1062
3481844,8.970,0.653,0.3965,0.0982
3481852,7.506,0.204,0.2121,0.0306
3481861,7.860,0.234,0.2567,0.0352
3481879,8.743,0.110,0.3679,0.0166
3481887,10.697,0.015,0.6141,0.0023
3481895,10.227,0.067,0.5549,0.0101
3481909,10.366,0.046,0.5723,0.0069
3481917,8.522,0.141,0.3401,0.0212
3481925,7.982,0.209,0.2720,0.0315
3481933,10.079,0.083,0.5362,0.0125
3481941,9.224,0.271,0.4285,0.0408
3481950,8.901,0.238,0.3878,0.0358
3481968,10.494,0.111,0.5884,0.0167
3481976,12.447,0.013,0.8345,0.0020
3481984,9.376,1.367,0.4476,0.2055
3481992,6.895,1.549,0.1351,0.2330
3482000,6.914,1.543,0.1375,0.2321
3482018,7.140,1.426,0.1660,0.2144
3482026,8.407,1.392,0.3256,0.2093
3482034,9.547,0.717,0.4691,0.1079
3482042,7.337,0.945,0.1908,0.1421
3482051,6.725,0.968,0.1137,0.1455
3482069,6.881,1.497,0.1333,0.2251
3482077,6.287,1.387,0.0585,0.2086
3482093,10.486,0.713,0.5874,0.1072
3482107,10.218,0.704,0.5537,0.1058
3482115,6.822,1.106,0.1259,0.1663
3482123,6.551,1.065,0.0918,0.1601
3482131,6.361,0.884,0.0679,0.1329
3482140,7.121,0.616,0.1636,0.0927
3482158,6.332,0.972,0.0642,0.1462
3482166,6.586,1.209,0.0962,0.1819
3482174,6.411,1.015,0.0741,0.1526
3482182,10.453,0.717,0.5833,0.1078
3482191,8.285,0.843,0.3102,0.1268
3482204,6.541,1.506,0.0905,0.2265
3482239,7.542,0.846,0.2166,0.1273
3482247,7.963,0.677,0.2697,0.1019
3482255,6.652,0.842,0.1045,0.1267
3482263,6.400,0.761,0.0727,0.1144
3482271,8.851,0.210,0.3815,0.0316
3482280,7.315,0.215,0.1880,0.0323
3482298,9.882,0.274,0.5114,0.0412
3482301,9.410,0.492,0.4520,0.0740
3482310,6.390,1.442,0.0715,0.2169
3482328,7.555,1.451,0.2182,0.2183
3482336,6.837,1.353,0.1279,0.2035
3482344,8.889,0.833,0.3863,0.1253
3482352,9.687,0.628,0.4869,0.0944
3482361,7.590,0.367,0.2227,0.0552
3482379,7.286,0.178,0.1844,0.0268
3482409,7.776,0.123,0.2461,0.0185
3482417,9.185,0.062,0.4235,0.0093
3482425,7.533,0.344,0.2155,0.0518
3482441,7.185,0.690,0.1717,0.1038
3482450,7.089,0.539,0.1595,0.0810
3482468,8.095,0.449,0.2862,0.0675
3482476,8.181,0.627,0.2971,0.0944
3482492,8.510,0.332,0.3385,0.0499
3482506,8.148,0.124,0.2930,0.0186
3482514,8.053,0.220,0.2810,0.0331
3482522,8.598,0.139,0.3497,0.0208
3482531,8.600,0.162,0.3499,0.0244
3482549,8.002,0.290,0.2746,0.0436
3482557,10.795,0.103,0.6263,0.0155
3482565,11.264,0.188,0.6854,0.0282
3482573,10.074,0.404,0.5356,0.0607
3482581,10.569,0.516,0.5979,0.0775
3482590,10.559,0.641,0.5966,0.0965
3482603,8.157,1.010,0.2941,0.1519
3482611,7.362,1.371,0.1939,0.2062
3482620,6.693,1.707,0.1096,0.2567
3482638,6.558,2.290,0.0926,0.3444
3482646,6.703,2.409,0.1110,0.3623
3482671,7.215,2.459,0.1755,0.3698
3482697,7.825,2.502,0.2522,0.3763
3482701,7.032,2.101,0.1523,0.3159
3482719,7.749,1.654,0.2427,0.2488
3482727,9.419,2.277,0.4530,0.3425
3482735,10.104,2.278,0.5393,0.3427
3482743,9.318,2.322,0.4403,0.3492
3482751,6.945,2.626,0.1415,0.3949
3482760,7.069,2.469,0.1570,0.3713
3482778,7.471,1.851,0.2076,0.2785
3482786,7.144,1.787,0.1664,0.2688
3482794,7.364,1.694,0.1942,0.2548
3482808,7.828,1.794,0.2526,0.2699
3482816,7.486,2.358,0.2095,0.3547
3482824,7.121,2.628,0.1635,0.3953
3482832,8.363,2.372,0.3201,0.3567
3482841,8.538,2.389,0.3421,0.3594
3482859,9.530,2.283,0.4671,0.3433
3482867,8.013,2.514,0.2759,0.3781
3482875,7.787,0.200,0.2475,0.0300
3482883,8.536,0.114,0.3418,0.0172
3482891,8.355,0.170,0.3191,0.0256
3482905,7.988,0.191,0.2728,0.0287
3482913,7.736,0.278,0.2410,0.0418
3482921,8.468,0.242,0.3333,0.0364
3482930,9.071,0.261,0.4093,0.0393
3482948,9.449,0.329,0.4568,0.0494
3482956,8.915,0.325,0.3895,0.0488
3482964,7.659,0.571,0.2313,0.0860
3482972,8.196,0.650,0.2990,0.0978
3482999,9.863,0.619,0.5090,0.0931
3483006,8.407,0.928,0.3256,0.1395
3483014,6.478,1.622,0.0826,0.2439
3483022,6.886,1.876,0.1339,0.2821
