parcel_id,twi,hand,twi_n,hand_n
2002719,6.346,0.562,0.0659,0.0846
2002735,7.426,0.744,0.2020,0.1120
2002751,7.415,0.218,0.2007,0.0328
2002778,6.957,0.351,0.1430,0.0528
2002794,11.797,0.000,0.7526,0.0000
2002816,13.782,0.000,1.0000,0.0000
2002832,10.739,0.000,0.6193,0.0000
2002841,9.057,0.026,0.4074,0.0039
2002867,9.502,0.072,0.4635,0.0108
2002875,9.385,0.028,0.4488,0.0042
2002883,9.152,0.053,0.4194,0.0079
2002891,9.204,0.340,0.4260,0.0512
2002905,8.173,0.167,0.2961,0.0252
2002913,11.707,0.000,0.7412,0.0000
2002921,11.935,0.054,0.7700,0.0081
2002956,7.835,1.434,0.2535,0.2157
2002964,13.445,0.003,0.9601,0.0005
2002981,7.141,0.617,0.1661,0.0929
2002999,14.023,0.000,1.0000,0.0000
2003006,11.493,0.000,0.7143,0.0000
2003014,12.513,0.000,0.8428,0.0000
2003022,8.477,1.911,0.3344,0.2874
2003031,9.469,3.330,0.4594,0.5008
2003049,8.006,1.518,0.2750,0.2283
2003057,9.960,0.920,0.5212,0.1384
2003073,8.969,2.387,0.3963,0.3591
2003081,7.024,3.858,0.1513,0.5803
2003090,13.054,0.000,0.9110,0.0000
2003103,6.983,4.135,0.1462,0.6219
2003111,7.083,1.902,0.1588,0.2860
2003120,9.124,4.637,0.4159,0.6974
2003138,9.098,2.968,0.4126,0.4464
2003146,8.234,0.548,0.3038,0.0825
2003154,7.404,2.252,0.1993,0.3386
2003171,8.879,0.621,0.3851,0.0935
2003189,7.166,0.230,0.1692,0.0346
2003197,7.500,0.889,0.2114,0.1337
2003201,9.299,0.019,0.4379,0.0028
2003219,9.278,0.939,0.4353,0.1413
2003235,8.049,2.705,0.2805,0.4068
2003243,8.423,0.973,0.3276,0.1463
2003251,7.070,2.014,0.1572,0.3030
2003260,13.636,0.000,0.9843,0.0000
2003278,13.390,0.000,0.9533,0.0000
2003286,10.197,0.289,0.5511,0.0435
2003294,9.505,3.138,0.4639,0.4720
2003324,7.384,2.320,0.1967,0.3489
2003332,9.222,2.316,0.4282,0.3483
2003341,8.716,2.244,0.3645,0.3375
2003359,6.968,0.741,0.1443,0.1115
2003367,7.595,5.881,0.2233,0.8845
2003375,6.950,6.721,0.1421,1.0000
2003383,7.169,10.379,0.1696,1.0000
2003391,7.381,1.060,0.1963,0.1595
2003405,8.411,3.827,0.3261,0.5756
2003421,9.325,0.238,0.4413,0.0358
2003430,7.240,2.008,0.1786,0.3020
2003448,7.156,3.525,0.1680,0.5302
2003456,7.088,5.205,0.1594,0.7829
2003464,7.339,2.131,0.1911,0.3205
2003472,7.228,4.908,0.1771,0.7382
2003481,7.798,2.227,0.2489,0.3350
2003499,7.240,7.087,0.1786,1.0000
2003502,8.044,5.100,0.2799,0.7671
2003511,13.223,0.000,0.9322,0.0000
2003529,7.227,7.459,0.1770,1.0000
2003537,7.919,1.505,0.2641,0.2263
2003545,7.378,1.089,0.1960,0.1638
2003553,6.679,3.837,0.1080,0.5772
2003561,7.350,7.128,0.1924,1.0000
2003570,9.272,0.057,0.4346,0.0086
2003588,8.436,5.118,0.3292,0.7697
2003596,9.366,0.411,0.4464,0.0618
2003600,8.757,1.106,0.3696,0.1664
2003618,7.089,0.431,0.1596,0.0648
2003626,8.473,2.212,0.3339,0.3327
2003634,8.287,0.520,0.3105,0.0782
2003642,7.263,0.938,0.1815,0.1410
2003651,9.366,0.857,0.4464,0.1289
2003693,7.690,6.993,0.2352,1.0000
2003715,8.008,2.253,0.2753,0.3388
2003723,9.017,0.882,0.4024,0.1327
2003731,7.095,3.523,0.1603,0.5299
2003740,12.523,0.000,0.8440,0.0000
2003758,8.021,2.292,0.2769,0.3447
2003766,11.129,1.610,0.6685,0.2421
2003782,8.684,3.513,0.3605,0.5284
2003791,9.817,12.034,0.5032,1.0000
2003804,6.371,6.074,0.0691,0.9135
2003812,8.446,5.804,0.3304,0.8730
2003821,6.926,3.969,0.1390,0.5970
2003839,7.586,5.920,0.2221,0.8904
2003847,8.527,3.931,0.3407,0.5913
2003855,7.132,4.385,0.1650,0.6596
2003880,13.733,0.000,0.9965,0.0000
2003898,13.141,0.000,0.9220,0.0000
2003901,14.611,0.000,1.0000,0.0000
2003910,7.873,6.473,0.2583,0.9736
2003936,7.596,6.284,0.2234,0.9452
2003944,10.420,5.222,0.5792,0.7854
2003952,8.478,4.366,0.3345,0.6566
2003961,10.010,0.256,0.5275,0.0386
2003979,9.491,0.324,0.4621,0.0488
2003995,9.409,0.244,0.4518,0.0366
2004002,9.889,2.450,0.5122,0.3684
2004011,13.566,0.000,0.9754,0.0000
2004029,11.071,2.932,0.6612,0.4410
2004045,12.130,0.000,0.7945,0.0000
2004053,10.626,0.270,0.6051,0.0406
2004061,9.101,5.155,0.4130,0.7753
2004070,9.056,0.519,0.4073,0.0781
2004088,7.753,4.954,0.2431,0.7452
2004096,7.168,1.562,0.1695,0.2350
2004100,11.724,0.036,0.7435,0.0054
2004118,8.922,6.464,0.3905,0.9722
2004126,12.694,0.000,0.8656,0.0000
2004134,7.990,5.039,0.2731,0.7578
2004142,8.700,4.312,0.3625,0.6485
2004151,8.901,5.011,0.3879,0.7537
2004169,10.584,0.523,0.5998,0.0787
2004193,8.178,0.583,0.2967,0.0876
2004215,12.111,0.000,0.7922,0.0000
2004223,7.841,2.787,0.2542,0.4192
2004231,8.751,3.172,0.3689,0.4770
2004240,13.101,0.000,0.9169,0.0000
2004258,13.686,0.000,0.9906,0.0000
2004266,14.057,0.000,1.0000,0.0000
2004274,13.713,0.000,0.9940,0.0000
2004282,11.464,0.020,0.7106,0.0030
2004291,7.414,2.527,0.2005,0.3800
2004321,8.366,0.503,0.3205,0.0756
2004347,7.823,0.339,0.2520,0.0510
2004355,9.334,0.024,0.4424,0.0036
2004363,10.542,0.019,0.5945,0.0028
2004380,11.551,0.000,0.7216,0.0000
2004398,8.179,1.507,0.2968,0.2266
2004401,9.297,0.623,0.4376,0.0938
2004410,7.604,0.715,0.2245,0.1076
2004428,13.007,0.000,0.9051,0.0000
2004436,8.168,2.684,0.2955,0.4037
2004444,12.764,0.000,0.8744,0.0000
2004452,7.162,0.954,0.1688,0.1435
2004461,13.879,0.000,1.0000,0.0000
2004479,10.798,0.026,0.6267,0.0039
2004487,7.062,1.361,0.1561,0.2047
2004509,11.033,0.093,0.6564,0.0140
2004517,7.195,2.438,0.1729,0.3666
2004525,8.058,4.114,0.2816,0.6188
2004533,6.761,1.839,0.1182,0.2766
2004541,10.637,0.015,0.6064,0.0023
2004550,9.467,0.195,0.4591,0.0294
2004568,11.124,0.129,0.6679,0.0194
2004584,9.387,3.305,0.4491,0.4971
2004592,7.287,0.495,0.1845,0.0745
2004606,12.430,0.024,0.8324,0.0036
2004614,9.626,0.272,0.4791,0.0409
2004622,8.036,0.959,0.2788,0.1443
2004631,10.191,0.148,0.5504,0.0222
2004649,7.729,1.935,0.2401,0.2910
2004657,8.080,3.145,0.2843,0.4731
2004665,7.196,1.027,0.1730,0.1544
2004673,9.028,0.115,0.4037,0.0172
2004681,9.109,1.648,0.4140,0.2479
2004690,7.166,0.583,0.1692,0.0876
2004703,7.995,0.513,0.2737,0.0772
2004711,7.884,0.989,0.2597,0.1488
2004720,8.339,3.517,0.3170,0.5289
2004738,9.641,0.430,0.4810,0.0647
2004746,13.095,0.000,0.9162,0.0000
2004754,7.632,3.640,0.2280,0.5475
2004762,8.637,3.715,0.3545,0.5587
2004771,7.202,3.220,0.1738,0.4843
2004789,10.533,0.024,0.5934,0.0036
2004797,6.239,2.105,0.0525,0.3166
2004801,7.814,3.784,0.2508,0.5692
2004819,9.207,3.203,0.4263,0.4817
2004827,8.769,2.735,0.3712,0.4114
2004835,7.515,3.193,0.2132,0.4803
2004843,9.131,4.042,0.4167,0.6079
2004851,9.048,1.468,0.4063,0.2208
2004860,8.243,2.386,0.3049,0.3589
2004878,7.096,1.175,0.1604,0.1766
2004886,13.149,0.000,0.9229,0.0000
2004894,8.167,2.780,0.2953,0.4181
2004908,7.149,1.959,0.1671,0.2946
2004916,6.053,0.604,0.0290,0.0908
2004924,6.991,1.502,0.1472,0.2259
2004932,11.856,0.000,0.7601,0.0000
2004941,7.265,0.641,0.1817,0.0965
2004959,7.456,1.618,0.2057,0.2433
2004967,8.068,0.891,0.2829,0.1340
2004975,8.945,0.221,0.3933,0.0333
2004983,10.273,0.104,0.5606,0.0156
2004991,10.906,0.011,0.6404,0.0016
2005009,12.732,0.000,0.8704,0.0000
2005017,12.462,0.000,0.8364,0.0000
2005025,11.630,0.007,0.7316,0.0011
2005033,10.932,0.078,0.6437,0.0118
2005041,14.009,0.000,1.0000,0.0000
2005050,7.243,2.544,0.1789,0.3826
2005068,7.613,0.673,0.2255,0.1012
2005076,9.875,1.664,0.5104,0.2503
2005084,8.268,2.875,0.3081,0.4324
2005092,7.175,1.323,0.1704,0.1990
2005106,8.167,1.509,0.2953,0.2270
2005114,7.953,1.209,0.2684,0.1819
2005122,9.739,1.153,0.4934,0.1734
2005131,8.063,3.144,0.2823,0.4729
2005149,8.117,3.145,0.2890,0.4730
2005157,7.060,1.517,0.1559,0.2282
2005165,7.917,3.127,0.2638,0.4703
2005173,9.935,0.417,0.5180,0.0628
2005181,10.039,0.005,0.5312,0.0008
2005190,13.899,0.000,1.0000,0.0000
2005203,11.958,0.000,0.7728,0.0000
2005211,12.155,0.000,0.7977,0.0000
2005220,11.142,0.000,0.6701,0.0000
2005238,9.110,0.126,0.4141,0.0190
2005246,7.701,0.477,0.2367,0.0717
2005254,7.572,0.463,0.2204,0.0696
2005271,8.254,1.626,0.3063,0.2445
2005289,7.896,1.334,0.2612,0.2006
2005297,7.810,0.632,0.2504,0.0951
2005301,8.157,1.000,0.2941,0.1504
2005319,8.043,1.116,0.2797,0.1679
2005327,7.814,3.923,0.2509,0.5900
2005335,8.243,1.402,0.3049,0.2109
2005343,7.652,2.039,0.2305,0.3066
2005351,7.985,3.230,0.2724,0.4859
2005360,8.962,2.000,0.3955,0.3008
2005378,9.409,0.550,0.4518,0.0827
2005394,6.890,3.195,0.1344,0.4806
2005408,7.668,2.732,0.2325,0.4109
2005416,8.886,3.134,0.3860,0.4714
2005424,7.483,1.869,0.2092,0.2812
2005432,7.518,1.846,0.2136,0.2776
2005441,7.424,3.108,0.2018,0.4675
2005459,8.814,2.926,0.3769,0.4400
2005467,11.823,0.000,0.7559,0.0000
2005475,12.360,0.000,0.8235,0.0000
2005483,10.483,0.000,0.5871,0.0000
2005491,13.101,0.000,0.9169,0.0000
2005505,13.219,0.000,0.9317,0.0000
2005513,13.437,0.003,0.9592,0.0004
2005521,14.097,0.000,1.0000,0.0000
2005530,12.355,0.000,0.8229,0.0000
2005548,12.327,0.000,0.8194,0.0000
2005556,12.226,0.000,0.8066,0.0000
2005564,13.199,0.000,0.9292,0.0000
2005572,13.356,0.000,0.9490,0.0000
2005581,13.177,0.000,0.9265,0.0000
2005599,13.558,0.000,0.9744,0.0000
2005602,12.477,0.000,0.8383,0.0000
2005611,15.588,0.000,1.0000,0.0000
2005629,12.068,0.000,0.7868,0.0000
2005637,7.937,3.246,0.2664,0.4882
2005645,7.243,2.637,0.1789,0.3966
2005653,12.234,0.000,0.8077,0.0000
2005661,6.150,1.672,0.0412,0.2515
2005688,13.107,0.000,0.9176,0.0000
2005696,12.462,0.000,0.8363,0.0000
2005700,11.138,0.000,0.6696,0.0000
2005726,6.893,3.263,0.1348,0.4907
2005734,6.776,3.615,0.1201,0.5437
2005742,7.608,1.720,0.2249,0.2587
2005751,8.951,5.117,0.3941,0.7696
2005769,8.927,7.173,0.3910,1.0000
2005777,8.824,0.530,0.3781,0.0798
2005785,7.577,2.274,0.2210,0.3419
2005793,8.792,1.392,0.3740,0.2094
2005815,7.534,5.758,0.2157,0.8661
2005823,7.499,2.929,0.2112,0.4406
2005831,7.701,4.057,0.2367,0.6101
2005858,8.041,6.226,0.2795,0.9365
2005866,8.005,4.062,0.2749,0.6109
2005882,9.432,3.331,0.4547,0.5010
2005891,9.976,2.542,0.5233,0.3823
2005912,9.001,0.080,0.4004,0.0120
2005921,9.278,2.853,0.4354,0.4290
2005947,6.625,2.154,0.1012,0.3239
2005955,7.149,0.593,0.1672,0.0892
2005963,9.660,2.200,0.4834,0.3308
2005971,9.249,1.488,0.4317,0.2238
2005980,9.481,0.286,0.4609,0.0430
2005998,12.506,0.000,0.8419,0.0000
2006005,12.083,0.000,0.7886,0.0000
2006013,10.224,0.046,0.5545,0.0069
2006021,9.092,0.269,0.4119,0.0405
2006030,10.423,1.656,0.5796,0.2491
2006048,8.468,0.236,0.3333,0.0355
2006056,11.292,0.059,0.6890,0.0089
2006064,12.195,0.024,0.8027,0.0036
2006072,7.999,1.637,0.2742,0.2462
2006081,8.215,1.416,0.3014,0.2129
2006099,9.450,0.708,0.4570,0.1065
2006102,9.684,0.172,0.4864,0.0259
2006111,11.870,0.000,0.7618,0.0000
2006129,8.788,0.022,0.3736,0.0033
2006137,10.766,0.074,0.6227,0.0111
2006145,6.779,0.775,0.1205,0.1165
2006153,8.721,0.225,0.3652,0.0338
2006161,14.302,0.008,1.0000,0.0011
2006170,8.515,1.151,0.3392,0.1731
2006188,7.577,0.984,0.2210,0.1481
2006196,9.637,1.165,0.4805,0.1752
2006200,8.585,1.653,0.3480,0.2486
2006226,7.149,1.684,0.1672,0.2533
2006234,8.516,1.750,0.3393,0.2633
2006242,8.950,0.643,0.3940,0.0967
2006251,8.724,0.800,0.3655,0.1204
2006269,7.852,0.596,0.2556,0.0897
2006285,8.900,1.559,0.3877,0.2345
2006293,9.727,1.779,0.4919,0.2676
2006307,7.500,0.632,0.2113,0.0950
2006315,7.179,0.787,0.1709,0.1183
2006331,8.126,0.145,0.2901,0.0218
2006358,8.469,0.146,0.3333,0.0220
2006366,7.797,0.680,0.2488,0.1023
2006382,6.777,0.948,0.1203,0.1425
2006404,8.537,1.922,0.3420,0.2891
2006412,8.523,0.892,0.3402,0.1341
2006421,8.272,0.574,0.3085,0.0863
2006439,9.919,0.115,0.5160,0.0173
2006447,9.611,0.139,0.4772,0.0209
2006455,7.496,0.304,0.2108,0.0458
2006463,8.824,0.242,0.3781,0.0363
2006471,9.573,1.550,0.4724,0.2331
2006480,9.039,1.480,0.4052,0.2226
2006498,9.144,0.869,0.4185,0.1307
2006501,8.954,0.596,0.3945,0.0896
2006510,11.475,0.037,0.7121,0.0055
2006528,8.709,0.775,0.3636,0.1166
2006536,7.032,1.031,0.1523,0.1550
2006544,12.096,0.021,0.7902,0.0032
2006552,10.071,0.014,0.5352,0.0020
2006561,13.709,0.000,0.9934,0.0000
2006579,12.600,0.000,0.8538,0.0000
2006587,10.785,0.007,0.6251,0.0010
2006595,12.741,0.000,0.8716,0.0000
2006609,7.074,0.794,0.1577,0.1194
2006617,7.434,2.055,0.2031,0.3091
2006625,7.940,0.628,0.2667,0.0945
2006641,8.404,3.235,0.3252,0.4865
2006650,9.666,3.032,0.4841,0.4560
2006668,7.495,2.601,0.2107,0.3911
2006676,7.072,3.312,0.1574,0.4982
2006684,7.321,3.013,0.1888,0.4532
2006692,12.029,0.000,0.7818,0.0000
2006722,9.079,4.153,0.4102,0.6247
2006731,7.996,0.464,0.2738,0.0698
2006749,7.848,3.413,0.2551,0.5132
2006757,6.540,1.069,0.0903,0.1608
2006765,8.142,1.990,0.2922,0.2993
2006773,11.997,0.000,0.7778,0.0000
2006781,7.893,2.130,0.2608,0.3204
2006790,7.982,0.374,0.2720,0.0562
2006803,6.841,0.764,0.1283,0.1148
2006811,6.630,1.319,0.1017,0.1984
2006820,10.220,0.007,0.5539,0.0011
2006838,7.612,0.370,0.2254,0.0557
2006846,7.135,2.116,0.1653,0.3182
2006854,6.976,2.153,0.1454,0.3238
2006862,8.131,1.110,0.2908,0.1670
2006871,8.219,2.831,0.3019,0.4258
2006889,9.922,0.028,0.5165,0.0042
2006897,8.302,1.322,0.3123,0.1989
2006901,7.384,2.985,0.1968,0.4489
2006919,7.799,2.348,0.2489,0.3532
2006927,6.968,1.620,0.1442,0.2437
2006935,7.700,0.420,0.2365,0.0631
2006943,11.544,0.488,0.7207,0.0734
2006951,7.838,3.652,0.2539,0.5493
2006960,7.062,4.684,0.1561,0.7045
2006978,8.127,4.554,0.2903,0.6850
2006986,8.954,4.629,0.3945,0.6962
2006994,7.663,4.359,0.2318,0.6555
2007001,7.782,3.542,0.2469,0.5328
2007010,7.451,1.893,0.2051,0.2847
2007028,8.067,3.688,0.2827,0.5546
2007036,9.784,3.112,0.4990,0.4680
2007044,7.581,3.485,0.2216,0.5241
2007052,12.215,0.000,0.8053,0.0000
2007061,7.752,0.179,0.2431,0.0270
2007079,11.308,0.000,0.6911,0.0000
2007087,10.388,0.000,0.5752,0.0000
2007095,7.335,1.436,0.1905,0.2160
2007109,7.488,3.886,0.2098,0.5844
2007117,7.215,4.638,0.1754,0.6976
2007125,7.480,4.834,0.2088,0.7270
2007133,7.816,5.209,0.2511,0.7835
2007141,7.660,4.881,0.2315,0.7341
2007150,8.176,0.810,0.2965,0.1219
2007168,7.667,0.248,0.2323,0.0372
2007176,8.147,0.162,0.2928,0.0243
2007184,7.209,5.536,0.1747,0.8326
2007192,7.288,5.208,0.1846,0.7833
2007214,7.225,4.962,0.1766,0.7463
2007222,7.064,4.245,0.1564,0.6384
2007231,7.496,3.339,0.2108,0.5022
2007249,7.476,2.434,0.2083,0.3661
2007257,6.774,2.290,0.1198,0.3444
2007265,7.618,2.853,0.2262,0.4292
2007273,6.948,3.889,0.1418,0.5849
2007281,6.768,4.229,0.1191,0.6360
2007290,7.448,4.208,0.2048,0.6329
